,name,conditional_probability,percentile,p_value,adjusted_p_value,should reject
35,global nervous system|misclassified,0.04593248478140565,0.7505720823798627,0.018103119374665716,0.21414995616642452,False
36,global nervous system|gastrointestinal,0.050026469031233464,0.8054919908466819,0.015461635906781648,0.21414995616642452,False
37,global nervous system|song references,0.05714285714285715,0.8483981693363845,0.013212782272704197,0.21414995616642452,False
38,global nervous system|cardiovascular,0.05584281282316443,0.8421052631578947,0.013534659162828172,0.21414995616642452,False
39,global nervous system|genitourinary,0.057532621589561087,0.8524027459954233,0.012950742221778586,0.21414995616642452,False
40,global nervous system|oncologic,0.03219871205151794,0.6270022883295194,0.023072305527637983,0.21414995616642452,False
41,global nervous system|written media references,0.051470588235294115,0.8157894736842105,0.014939725421037019,0.21414995616642452,False
42,global nervous system|chemical process,0.04602184087363495,0.7551487414187643,0.017892679632206865,0.21414995616642452,False
43,global nervous system|metabolic,0.0430327868852459,0.709954233409611,0.01992943959246541,0.21414995616642452,False
44,global nervous system|hematologic,0.025,0.5743707093821511,0.0247785164462865,0.21414995616642452,False
45,global nervous system|musculoskeletal,0.05,0.7980549199084668,0.016148134762616884,0.21414995616642452,False
46,global nervous system|place references,0.05379746835443038,0.8318077803203662,0.014098120318161022,0.21414995616642452,False
47,global nervous system|property of toxin,0.0549006399461098,0.8375286041189931,0.013787938651559141,0.21414995616642452,False
48,global nervous system|somatic sensation,0.047619047619047616,0.7734553775743707,0.017036512796499845,0.21414995616642452,False
49,global nervous system|neurologic disorder,0.048484848484848485,0.7814645308924485,0.016652931046276926,0.21414995616642452,False
50,global nervous system|perception,0.05202986467568828,0.8203661327231121,0.014703519264782779,0.21414995616642452,False
51,global nervous system|endocrine,0.0625,0.8872997711670481,0.011089136692013887,0.21414995616642452,False
52,global nervous system|sense of self,0.048588616381304954,0.7831807780320366,0.016597456391259938,0.21414995616642452,False
53,global nervous system|use of substance,0.05146088595664468,0.8146453089244852,0.01499860515325286,0.21414995616642452,False
54,global nervous system|sexual activity,0.04796163069544364,0.778604118993135,0.01681773745407729,0.21414995616642452,False
55,global nervous system|uninterpretable,0.04353632478632479,0.7162471395881007,0.01963249207761699,0.21414995616642452,False
56,global nervous system|respiratory,0.04037267080745342,0.6796338672768879,0.021169088624235975,0.21414995616642452,False
59,global nervous system|esp,0.044678870617437166,0.7368421052631579,0.018724782939522268,0.21414995616642452,False
60,global nervous system|infectious,0.034482758620689655,0.6441647597254004,0.02250181080256558,0.21414995616642452,False
61,global nervous system|cognitive ability,0.046224961479198766,0.7562929061784897,0.01784002306370156,0.21414995616642452,False
62,global nervous system|behavior,0.05153227187125492,0.8180778032036613,0.014821930629826873,0.21414995616642452,False
63,global nervous system|integumentary,0.04581151832460733,0.7482837528604119,0.018207951917390275,0.21414995616642452,False
64,immunologic|emotion,0.001008200026885334,0.08009153318077804,0.029094000322455273,0.21414995616642452,False
65,immunologic|global nervous system,0.0006904885206283445,0.06064073226544622,0.0291105486575367,0.21414995616642452,False
67,immunologic|misclassified,0.0016602102933038186,0.11384439359267734,0.029050235351112137,0.21414995616642452,False
68,immunologic|gastrointestinal,0.00185283218634198,0.12414187643020595,0.029032042951195058,0.21414995616642452,False
70,immunologic|cardiovascular,0.0025853154084798345,0.14988558352402745,0.02897580422620523,0.21414995616642452,False
71,immunologic|genitourinary,0.002372479240806643,0.14530892448512586,0.028986949423569514,0.21414995616642452,False
72,immunologic|oncologic,0.005519779208831647,0.2797482837528604,0.02845427747840607,0.21414995616642452,False
73,immunologic|written media references,0.0018382352941176473,0.11956521739130435,0.029040474155511056,0.21414995616642452,False
74,immunologic|chemical process,0.00234009360374415,0.14302059496567507,0.0289949817814771,0.21414995616642452,False
76,immunologic|hematologic,0.03333333333333334,0.6361556064073226,0.022922985459396566,0.21414995616642452,False
78,immunologic|place references,0.003164556962025317,0.17105263157894737,0.028919983200174283,0.21414995616642452,False
79,immunologic|property of toxin,0.001684068710003368,0.11556064073226545,0.029046436242889474,0.21414995616642452,False
81,immunologic|neurologic disorder,0.0011019283746556473,0.08466819221967964,0.029089305043599585,0.21414995616642452,False
82,immunologic|perception,0.0005832944470368642,0.05377574370709382,0.029115357433572988,0.21414995616642452,False
84,immunologic|sense of self,0.0009254974548819992,0.07780320366132723,0.029096137627402284,0.21414995616642452,False
85,immunologic|use of substance,0.0015080113100848257,0.10354691075514874,0.029066274535649955,0.21414995616642452,False
86,immunologic|sexual activity,0.0031974420463629096,0.17448512585812356,0.028905500101949907,0.21414995616642452,False
87,immunologic|uninterpretable,0.0008680555555555557,0.07093821510297482,0.029102389907094576,0.21414995616642452,False
88,immunologic|respiratory,0.0031055900621118015,0.16590389016018306,0.028934213057143766,0.21414995616642452,False
91,immunologic|esp,0.0003102699348433137,0.02116704805491991,0.029129355721593128,0.21414995616642452,False
92,immunologic|infectious,0.011494252873563218,0.41876430205949655,0.027316384363195823,0.21414995616642452,False
93,immunologic|cognitive ability,0.0013482280431432975,0.10011441647597254,0.029070948108039663,0.21414995616642452,False
94,immunologic|behavior,0.0011984249272384865,0.09153318077803203,0.029081315501074505,0.21414995616642452,False
96,motor|emotion,0.003965586772415647,0.21853546910755148,0.028744185078488322,0.21414995616642452,False
97,motor|global nervous system,0.0051786639047125835,0.2654462242562929,0.02852698338448719,0.21414995616642452,False
99,motor|misclassified,0.004427227448810183,0.2299771167048055,0.02869674638794793,0.21414995616642452,False
100,motor|gastrointestinal,0.005293806246691371,0.2757437070938215,0.028472898820657903,0.21414995616642452,False
102,motor|cardiovascular,0.0062047569803516025,0.3009153318077803,0.028327178011631957,0.21414995616642452,False
103,motor|genitourinary,0.0035587188612099642,0.18878718535469108,0.028859583891757915,0.21414995616642452,False
104,motor|oncologic,0.003679852805887765,0.20194508009153317,0.028809967797186257,0.21414995616642452,False
105,motor|written media references,0.0036764705882352945,0.19965675057208238,0.02881838077336071,0.21414995616642452,False
106,motor|chemical process,0.0015600624024961001,0.10983981693363844,0.029055716175369915,0.21414995616642452,False
107,motor|metabolic,0.006147540983606557,0.29919908466819223,0.028341245611136778,0.21414995616642452,False
110,motor|place references,0.003164556962025317,0.17105263157894737,0.028919983200174283,0.21414995616642452,False
111,motor|property of toxin,0.0057258336140114515,0.284324942791762,0.02842890991552004,0.21414995616642452,False
112,motor|somatic sensation,0.010582010582010581,0.3987414187643021,0.027539932452510362,0.21414995616642452,False
113,motor|neurologic disorder,0.006244260789715335,0.3049199084668192,0.028305844086816682,0.21414995616642452,False
114,motor|perception,0.004083061129258049,0.2219679633867277,0.02873049079978491,0.21414995616642452,False
115,motor|endocrine,0.020833333333333336,0.5360411899313501,0.025529008230784984,0.21414995616642452,False
116,motor|sense of self,0.002776492364645997,0.15675057208237986,0.0289573582249907,0.21414995616642452,False
117,motor|use of substance,0.006220546654099906,0.3026315789473684,0.028320078747352376,0.21414995616642452,False
118,motor|sexual activity,0.004796163069544364,0.2482837528604119,0.028617523824154466,0.21414995616642452,False
119,motor|uninterpretable,0.003205128205128205,0.17620137299771166,0.028898183300928488,0.21414995616642452,False
120,motor|respiratory,0.0031055900621118015,0.16590389016018306,0.028934213057143766,0.21414995616642452,False
121,motor|activity references,0.025,0.5743707093821511,0.0247785164462865,0.21414995616642452,False
123,motor|esp,0.0034129692832764505,0.18192219679633867,0.028879444438754,0.21414995616642452,False
124,motor|infectious,0.0049261083743842365,0.2551487414187643,0.028584387734523813,0.21414995616642452,False
125,motor|cognitive ability,0.003852080123266564,0.21052631578947367,0.028775425724621776,0.21414995616642452,False
126,motor|behavior,0.004793699708953946,0.2459954233409611,0.028623008606430158,0.21414995616642452,False
127,motor|integumentary,0.005235602094240838,0.26887871853546913,0.02850915812105752,0.21414995616642452,False
128,misclassified|emotion,0.05813953488372092,0.8546910755148741,0.012819032615959463,0.21414995616642452,False
129,misclassified|global nervous system,0.0573105472121526,0.8501144164759725,0.013082020585878434,0.21414995616642452,False
130,misclassified|immunologic,0.075,0.9187643020594966,0.008728162467892125,0.21414995616642452,False
131,misclassified|motor,0.061420345489443376,0.8729977116704806,0.0117259316877272,0.21414995616642452,False
132,misclassified|gastrointestinal,0.05267337215457915,0.8237986270022883,0.014524241398746739,0.21414995616642452,False
133,misclassified|song references,0.028571428571428574,0.6052631578947368,0.02385788672218259,0.21414995616642452,False
134,misclassified|cardiovascular,0.053257497414684586,0.8272311212814645,0.014343038780700309,0.21414995616642452,False
135,misclassified|genitourinary,0.0527876631079478,0.8249427917620137,0.014463974382551568,0.21414995616642452,False
136,misclassified|oncologic,0.06071757129714812,0.8695652173913043,0.011935398726041728,0.21414995616642452,False
137,misclassified|written media references,0.0625,0.8872997711670481,0.011089136692013887,0.21414995616642452,False
138,misclassified|chemical process,0.05694227769110765,0.8466819221967964,0.013277933620176858,0.21414995616642452,False
139,misclassified|metabolic,0.04918032786885246,0.7866132723112128,0.016430658722561962,0.21414995616642452,False
140,misclassified|hematologic,0.05,0.7980549199084668,0.016148134762616884,0.21414995616642452,False
141,misclassified|musculoskeletal,0.03333333333333334,0.6361556064073226,0.022922985459396566,0.21414995616642452,False
142,misclassified|place references,0.04430379746835443,0.7299771167048055,0.019029995542520117,0.21414995616642452,False
143,misclassified|property of toxin,0.057426743011114854,0.851258581235698,0.013016447877397712,0.21414995616642452,False
144,misclassified|somatic sensation,0.06349206349206349,0.8947368421052632,0.010372167732601422,0.21414995616642452,False
145,misclassified|neurologic disorder,0.06189164370982553,0.8787185354691075,0.011373673850095935,0.21414995616642452,False
146,misclassified|perception,0.0618292113859076,0.8775743707093822,0.011444416654885303,0.21414995616642452,False
147,misclassified|endocrine,0.020833333333333336,0.5360411899313501,0.025529008230784984,0.21414995616642452,False
148,misclassified|sense of self,0.06154558074965294,0.8752860411899314,0.011585358434345569,0.21414995616642452,False
149,misclassified|use of substance,0.05466540999057493,0.8363844393592678,0.013850484887246295,0.21414995616642452,False
150,misclassified|sexual activity,0.06235011990407674,0.8821510297482837,0.011160475501972786,0.21414995616642452,False
151,misclassified|uninterpretable,0.06216613247863248,0.879862700228833,0.011302859612441672,0.21414995616642452,False
152,misclassified|respiratory,0.055900621118012424,0.8432494279176201,0.013470765784311965,0.21414995616642452,False
153,misclassified|activity references,0.025,0.5743707093821511,0.0247785164462865,0.21414995616642452,False
155,misclassified|esp,0.059571827489916226,0.8615560640732265,0.01241780477032288,0.21414995616642452,False
156,misclassified|infectious,0.0509031198686371,0.8123569794050344,0.015115421696865885,0.21414995616642452,False
157,misclassified|cognitive ability,0.06144067796610169,0.8741418764302059,0.01165565669288802,0.21414995616642452,False
158,misclassified|behavior,0.06094846772812874,0.8707093821510298,0.011865927820667418,0.21414995616642452,False
159,misclassified|integumentary,0.06806282722513089,0.9073226544622426,0.009545449791336902,0.21414995616642452,False
160,gastrointestinal|emotion,0.026683694044898502,0.5892448512585813,0.024171945843471,0.21414995616642452,False
161,gastrointestinal|global nervous system,0.03262558259968928,0.6281464530892449,0.023035464896000092,0.21414995616642452,False
162,gastrointestinal|immunologic,0.043750000000000004,0.721395881006865,0.019482655326346417,0.21414995616642452,False
163,gastrointestinal|motor,0.03838771593090211,0.6653318077803204,0.021754435962703097,0.21414995616642452,False
164,gastrointestinal|misclassified,0.027531820697288326,0.5938215102974829,0.02404892234985887,0.21414995616642452,False
165,gastrointestinal|song references,0.028571428571428574,0.6052631578947368,0.02385788672218259,0.21414995616642452,False
166,gastrointestinal|cardiovascular,0.03826266804550155,0.6636155606407322,0.02179821475909383,0.21414995616642452,False
167,gastrointestinal|genitourinary,0.03440094899169632,0.6430205949656751,0.022541171156102994,0.21414995616642452,False
168,gastrointestinal|oncologic,0.045998160073597055,0.7528604118993135,0.017997961982715485,0.21414995616642452,False
169,gastrointestinal|written media references,0.02022058823529412,0.5223112128146453,0.025739401297596363,0.21414995616642452,False
170,gastrointestinal|chemical process,0.030421216848673948,0.6172768878718535,0.02339511936328281,0.21414995616642452,False
171,gastrointestinal|metabolic,0.055327868852459015,0.8386727688787186,0.013725123274046428,0.21414995616642452,False
172,gastrointestinal|hematologic,0.05,0.7980549199084668,0.016148134762616884,0.21414995616642452,False
173,gastrointestinal|musculoskeletal,0.08333333333333334,0.9244851258581236,0.008279927467294423,0.21414995616642452,False
174,gastrointestinal|place references,0.034810126582278486,0.6464530892448512,0.02242285637787936,0.21414995616642452,False
175,gastrointestinal|property of toxin,0.03452340855506905,0.6453089244851259,0.02246235684533367,0.21414995616642452,False
176,gastrointestinal|somatic sensation,0.037037037037037035,0.6561784897025171,0.022098880225848945,0.21414995616642452,False
177,gastrointestinal|neurologic disorder,0.026813590449954086,0.5915331807780321,0.02411084907033692,0.21414995616642452,False
178,gastrointestinal|perception,0.02671488567428838,0.5903890160183066,0.024141415301085534,0.21414995616642452,False
179,gastrointestinal|endocrine,0.0625,0.8872997711670481,0.011089136692013887,0.21414995616642452,False
180,gastrointestinal|sense of self,0.022211938917167977,0.545766590389016,0.025240178932736557,0.21414995616642452,False
181,gastrointestinal|use of substance,0.04373232799245994,0.7185354691075515,0.019532692314896145,0.21414995616642452,False
182,gastrointestinal|sexual activity,0.027977617905675458,0.5983981693363845,0.023922484697656163,0.21414995616642452,False
183,gastrointestinal|uninterpretable,0.027310363247863248,0.5926773455377574,0.024080169905062374,0.21414995616642452,False
184,gastrointestinal|respiratory,0.03881987577639751,0.669908466819222,0.021578005815575122,0.21414995616642452,False
187,gastrointestinal|esp,0.02389078498293515,0.5549199084668193,0.025030217242062048,0.21414995616642452,False
188,gastrointestinal|infectious,0.054187192118226604,0.8335240274599542,0.014036567150707441,0.21414995616642452,False
189,gastrointestinal|cognitive ability,0.03370570107858243,0.6418764302059496,0.022579736031478944,0.21414995616642452,False
190,gastrointestinal|behavior,0.025851737716144494,0.5846681922196796,0.02429224642340321,0.21414995616642452,False
191,gastrointestinal|integumentary,0.03795811518324607,0.6624713958810069,0.021841645096832098,0.21414995616642452,False
192,song references|emotion,0.00013442667025137788,0.003432494279176201,0.02913234102688764,0.21414995616642452,False
193,song references|global nervous system,0.00034524426031417227,0.029748283752860413,0.029126010066762693,0.21414995616642452,False
196,song references|misclassified,0.00013835085777531822,0.005720823798627002,0.029132187220628773,0.21414995616642452,False
197,song references|gastrointestinal,0.00026469031233456857,0.017162471395881007,0.029129975163272637,0.21414995616642452,False
199,song references|genitourinary,0.0005931198102016608,0.057208237986270026,0.029113355278720457,0.21414995616642452,False
200,song references|oncologic,0.0009199632014719412,0.07551487414187644,0.029099295395828388,0.21414995616642452,False
202,song references|chemical process,0.0007800312012480501,0.062356979405034325,0.029109758624904402,0.21414995616642452,False
207,song references|property of toxin,0.0005052206130010104,0.04233409610983982,0.029121306739406976,0.21414995616642452,False
209,song references|neurologic disorder,0.00018365472910927458,0.009725400457665904,0.029131516447019667,0.21414995616642452,False
210,song references|perception,0.0005832944470368642,0.05377574370709382,0.029115357433572988,0.21414995616642452,False
212,song references|sense of self,0.0004627487274409996,0.03775743707093822,0.029123429920999925,0.21414995616642452,False
213,song references|use of substance,0.0005655042412818096,0.05148741418764302,0.029116004463597335,0.21414995616642452,False
215,song references|uninterpretable,0.00020032051282051281,0.014874141876430207,0.02913043507233236,0.21414995616642452,False
219,song references|esp,0.0003102699348433137,0.02116704805491991,0.029129355721593128,0.21414995616642452,False
221,song references|cognitive ability,0.0001926040061633282,0.012585812356979404,0.029131096184481658,0.21414995616642452,False
222,song references|behavior,0.0005136106831022084,0.04519450800915332,0.029119572572543127,0.21414995616642452,False
224,cardiovascular|emotion,0.013845947035891919,0.45194508009153317,0.0268921493340845,0.21414995616642452,False
225,cardiovascular|global nervous system,0.018643190056965304,0.5148741418764302,0.025871125151338558,0.21414995616642452,False
226,cardiovascular|immunologic,0.03125,0.6195652173913043,0.023325505594750377,0.21414995616642452,False
227,cardiovascular|motor,0.023032629558541264,0.5503432494279176,0.02513748719795397,0.21414995616642452,False
228,cardiovascular|misclassified,0.014250138350857776,0.45423340961098396,0.026860131538812254,0.21414995616642452,False
229,cardiovascular|gastrointestinal,0.019587083112758072,0.5194508009153318,0.02578490864143673,0.21414995616642452,False
231,cardiovascular|genitourinary,0.02372479240806643,0.5537757437070938,0.02505736231346716,0.21414995616642452,False
232,cardiovascular|oncologic,0.01655933762649494,0.4839816933638444,0.026404481766008337,0.21414995616642452,False
233,cardiovascular|written media references,0.012867647058823529,0.44279176201373,0.02701270338533252,0.21414995616642452,False
234,cardiovascular|chemical process,0.01638065522620905,0.4805491990846682,0.0264607991318231,0.21414995616642452,False
235,cardiovascular|metabolic,0.012295081967213115,0.4330663615560641,0.027141293924787983,0.21414995616642452,False
236,cardiovascular|hematologic,0.03333333333333334,0.6361556064073226,0.022922985459396566,0.21414995616642452,False
237,cardiovascular|musculoskeletal,0.03333333333333334,0.6361556064073226,0.022922985459396566,0.21414995616642452,False
238,cardiovascular|place references,0.03164556962025317,0.6218535469107551,0.02325399529726754,0.21414995616642452,False
239,cardiovascular|property of toxin,0.01583024587403166,0.4754004576659039,0.026551507986934213,0.21414995616642452,False
240,cardiovascular|somatic sensation,0.021164021164021163,0.5423340961098398,0.025314157074688117,0.21414995616642452,False
241,cardiovascular|neurologic disorder,0.018549127640036734,0.5125858123569794,0.025913668249751273,0.21414995616642452,False
242,cardiovascular|perception,0.01446570228651423,0.4588100686498856,0.02679449679055286,0.21414995616642452,False
243,cardiovascular|endocrine,0.04166666666666667,0.6916475972540046,0.02079349688706317,0.21414995616642452,False
244,cardiovascular|sense of self,0.011105969458583989,0.41189931350114417,0.02738054834067407,0.21414995616642452,False
245,cardiovascular|use of substance,0.020546654099905748,0.528604118993135,0.025599960805921262,0.21414995616642452,False
246,cardiovascular|sexual activity,0.02398081534772182,0.5572082379862701,0.024975514921442822,0.21414995616642452,False
247,cardiovascular|uninterpretable,0.011818910256410258,0.42620137299771166,0.02722392234068948,0.21414995616642452,False
248,cardiovascular|respiratory,0.023291925465838508,0.551487414187643,0.02511113407488928,0.21414995616642452,False
251,cardiovascular|esp,0.013651877133105802,0.45080091533180777,0.026907769330804302,0.21414995616642452,False
252,cardiovascular|infectious,0.03284072249589491,0.629862700228833,0.022998135854124014,0.21414995616642452,False
253,cardiovascular|cognitive ability,0.014445300462249615,0.4576659038901602,0.026811024594285415,0.21414995616642452,False
254,cardiovascular|behavior,0.015237116932032184,0.4668192219679634,0.026676310921771584,0.21414995616642452,False
255,cardiovascular|integumentary,0.02225130890052356,0.5469107551487414,0.025214764814982357,0.21414995616642452,False
256,genitourinary|emotion,0.012165613657749697,0.4302059496567506,0.027169228475183316,0.21414995616642452,False
257,genitourinary|global nervous system,0.016744346625237355,0.4977116704805492,0.026175771616168717,0.21414995616642452,False
258,genitourinary|immunologic,0.025,0.5743707093821511,0.0247785164462865,0.21414995616642452,False
259,genitourinary|motor,0.011516314779270632,0.42219679633867274,0.02727693040596391,0.21414995616642452,False
260,genitourinary|misclassified,0.012313226342003322,0.43478260869565216,0.027113158725778342,0.21414995616642452,False
261,genitourinary|gastrointestinal,0.015352038115404977,0.4679633867276888,0.026658877149538143,0.21414995616642452,False
262,genitourinary|song references,0.028571428571428574,0.6052631578947368,0.02385788672218259,0.21414995616642452,False
263,genitourinary|cardiovascular,0.020682523267838676,0.5297482837528604,0.025576452048369877,0.21414995616642452,False
264,genitourinary|oncologic,0.015639374425023,0.4702517162471396,0.026623563727837588,0.21414995616642452,False
265,genitourinary|written media references,0.02022058823529412,0.5223112128146453,0.025739401297596363,0.21414995616642452,False
266,genitourinary|chemical process,0.01482059282371295,0.4645308924485126,0.026710645524224606,0.21414995616642452,False
267,genitourinary|metabolic,0.012295081967213115,0.4330663615560641,0.027141293924787983,0.21414995616642452,False
268,genitourinary|hematologic,0.01666666666666667,0.49084668192219677,0.02638553515545171,0.21414995616642452,False
269,genitourinary|musculoskeletal,0.01666666666666667,0.49084668192219677,0.02638553515545171,0.21414995616642452,False
270,genitourinary|place references,0.0189873417721519,0.5183066361556065,0.02580663328877329,0.21414995616642452,False
271,genitourinary|property of toxin,0.013472549680026945,0.4496567505720824,0.026923184147371833,0.21414995616642452,False
272,genitourinary|somatic sensation,0.010582010582010581,0.3987414187643021,0.027539932452510362,0.21414995616642452,False
273,genitourinary|neurologic disorder,0.014325068870523417,0.45537757437070936,0.026843827032689994,0.21414995616642452,False
274,genitourinary|perception,0.012249183387774148,0.43135011441647597,0.027155309008755686,0.21414995616642452,False
275,genitourinary|endocrine,0.04166666666666667,0.6916475972540046,0.02079349688706317,0.21414995616642452,False
276,genitourinary|sense of self,0.018972697825080983,0.517162471395881,0.025828341181021668,0.21414995616642452,False
277,genitourinary|use of substance,0.01413760603204524,0.45308924485125857,0.026876307289421007,0.21414995616642452,False
278,genitourinary|sexual activity,0.030375699440447643,0.6155606407322655,0.02342987416813458,0.21414995616642452,False
279,genitourinary|uninterpretable,0.011818910256410258,0.42620137299771166,0.02722392234068948,0.21414995616642452,False
280,genitourinary|respiratory,0.018633540372670808,0.5137299771167048,0.02589244499158189,0.21414995616642452,False
281,genitourinary|activity references,0.025,0.5743707093821511,0.0247785164462865,0.21414995616642452,False
283,genitourinary|esp,0.01675457648153894,0.4988558352402746,0.026156613324835494,0.21414995616642452,False
284,genitourinary|infectious,0.029556650246305417,0.6132723112128147,0.02349773311134054,0.21414995616642452,False
285,genitourinary|cognitive ability,0.013289676425269646,0.448512585812357,0.026938389726805786,0.21414995616642452,False
286,genitourinary|behavior,0.01746276322547509,0.5045766590389016,0.026059277884986406,0.21414995616642452,False
287,genitourinary|integumentary,0.018324607329842934,0.5080091533180778,0.0259977562544672,0.21414995616642452,False
288,oncologic|emotion,0.007057400188197338,0.32151029748283755,0.028194851506092692,0.21414995616642452,False
289,oncologic|global nervous system,0.0060417745554980145,0.29691075514874143,0.028355071182201992,0.21414995616642452,False
290,oncologic|immunologic,0.0375,0.6584668192219679,0.0220141272806841,0.21414995616642452,False
291,oncologic|motor,0.007677543186180422,0.33123569794050345,0.028128441361695122,0.21414995616642452,False
292,oncologic|misclassified,0.009131156613171003,0.3695652173913043,0.027807042094764832,0.21414995616642452,False
293,oncologic|gastrointestinal,0.013234515616728428,0.4473684210526316,0.026953532193186476,0.21414995616642452,False
294,oncologic|song references,0.028571428571428574,0.6052631578947368,0.02385788672218259,0.21414995616642452,False
295,oncologic|cardiovascular,0.009307135470527403,0.37528604118993136,0.02775443648549621,0.21414995616642452,False
296,oncologic|genitourinary,0.010083036773428233,0.38672768878718533,0.027645219724352008,0.21414995616642452,False
297,oncologic|written media references,0.009191176470588236,0.37128146453089245,0.027796594547152508,0.21414995616642452,False
298,oncologic|chemical process,0.0078003120124804995,0.33695652173913043,0.028084300437210438,0.21414995616642452,False
299,oncologic|metabolic,0.006147540983606557,0.29919908466819223,0.028341245611136778,0.21414995616642452,False
300,oncologic|hematologic,0.03333333333333334,0.6361556064073226,0.022922985459396566,0.21414995616642452,False
301,oncologic|musculoskeletal,0.05,0.7980549199084668,0.016148134762616884,0.21414995616642452,False
302,oncologic|place references,0.00949367088607595,0.37986270022883295,0.027722410974235983,0.21414995616642452,False
303,oncologic|property of toxin,0.007578309195015157,0.32837528604118993,0.028145894826515163,0.21414995616642452,False
304,oncologic|somatic sensation,0.010582010582010581,0.3987414187643021,0.027539932452510362,0.21414995616642452,False
305,oncologic|neurologic disorder,0.00844811753902663,0.35812356979405036,0.02790734916112555,0.21414995616642452,False
306,oncologic|perception,0.007816145590293979,0.33867276887871856,0.028066450752971355,0.21414995616642452,False
307,oncologic|endocrine,0.020833333333333336,0.5360411899313501,0.025529008230784984,0.21414995616642452,False
308,oncologic|sense of self,0.0064784821841739944,0.3112128146453089,0.02826286052216739,0.21414995616642452,False
309,oncologic|use of substance,0.012064090480678606,0.4279176201372998,0.027196876779461997,0.21414995616642452,False
310,oncologic|sexual activity,0.011191047162270184,0.41304347826086957,0.02736784128179697,0.21414995616642452,False
311,oncologic|uninterpretable,0.008346688034188036,0.35583524027459956,0.0279265334077894,0.21414995616642452,False
312,oncologic|respiratory,0.007763975155279503,0.3352402745995423,0.02809318370397849,0.21414995616642452,False
313,oncologic|activity references,0.025,0.5743707093821511,0.0247785164462865,0.21414995616642452,False
315,oncologic|esp,0.008067018305926156,0.34439359267734554,0.028021244617839967,0.21414995616642452,False
316,oncologic|infectious,0.02627257799671593,0.585812356979405,0.02426266777613073,0.21414995616642452,False
317,oncologic|cognitive ability,0.01059322033898305,0.40217391304347827,0.027491502198130447,0.21414995616642452,False
