,name,conditional_probability,percentile,p_value,adjusted_p_value,should reject
96,mescaline|phaeacantha,0.5,0.9987181015979013,0.0013117099928452182,0.28648449738661985,False
3350,dextromethorphan|oxycodone,0.007119741100323624,0.420313617934653,0.02682307353087384,0.28648449738661985,False
3353,dimenhydrinate|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3357,nicotine|oxycodone,0.011650485436893206,0.4988671595516337,0.026103416761659934,0.28648449738661985,False
3358,naloxone|oxycodone,0.0077669902912621365,0.43483186262818985,0.026714427629080956,0.28648449738661985,False
3362,hydroxyphenyl|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3366,benzphetamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3367,phenylalkylamines|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3375,dimethcathinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3377,heroin|oxycodone,0.005825242718446603,0.3882959694729311,0.02703360781154037,0.28648449738661985,False
3387,bupropion|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3388,clortermine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3396,propranolol|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3398,ciprofloxacin|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3401,fluvoxamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3405,fenfluramine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3407,ergometrine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3409,glucose|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3410,aminorex|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3411,meclizine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3416,serotonin|oxycodone,0.005825242718446603,0.3882959694729311,0.02703360781154037,0.28648449738661985,False
3417,pipradrol|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3423,scopalamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3431,vinblastine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3432,marijuana|oxycodone,0.016828478964401296,0.5945623658478416,0.02473302431729615,0.28648449738661985,False
3440,cyclizine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3441,mephedrone|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3443,pyrovalerone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3444,k2|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3449,proline|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3451,ritonavir|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3453,methylphenidate|oxycodone,0.003236245954692557,0.28312067731934176,0.027489005609870873,0.28648449738661985,False
3454,hydroxyproline|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3457,norepinephrine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3458,hydroxyl|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3467,antidepressant|oxycodone,0.0077669902912621365,0.43483186262818985,0.026714427629080956,0.28648449738661985,False
3478,diamorphine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3482,benzylethylamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3484,thebaine|oxycodone,0.012297734627831715,0.5073634629143811,0.026003166475345323,0.28648449738661985,False
3487,chamomile|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3488,MDMA|oxycodone,0.02524271844660194,0.7146732649654186,0.022366492062458766,0.28648449738661985,False
3490,bufotenin|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3499,epinephrine|oxycodone,0.0038834951456310682,0.314601717147627,0.027379790790081182,0.28648449738661985,False
3503,dehydromorphine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3506,phenylpropanolamine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3509,dpt|oxycodone,0.003236245954692557,0.28312067731934176,0.027489005609870873,0.28648449738661985,False
3514,mdmethcathinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3518,benzylpiperazine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3530,dimethylglyoxime|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3536,levophacetoperane|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3537,nitropropene|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3538,roxicocone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3546,anticholinergic|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3547,empathogen|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3551,venlafaxine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3554,hyoscyamine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3564,quinine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3565,cathinone|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3566,tetracaine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3567,dimethyltryptamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3569,desmethylprodine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3570,thymiquinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3575,chlorphentermine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3576,furazolidone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3577,dichloromethane|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3578,methylnaltrexone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3581,mystagogue|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3584,buprenorphine|oxycodone,0.0077669902912621365,0.43483186262818985,0.026714427629080956,0.28648449738661985,False
3600,hydrocodone|oxycodone,0.05889967637540454,0.877474362031958,0.01606925970303088,0.28648449738661985,False
3601,xylazine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3602,hydromorphone|oxycodone,0.022006472491909387,0.6798235153827809,0.023195309710143292,0.28648449738661985,False
3611,suboxone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3613,tryptamine|oxycodone,0.003236245954692557,0.28312067731934176,0.027489005609870873,0.28648449738661985,False
3614,hydroxyzine|oxycodone,0.0025889967637540453,0.26651562127355116,0.027538626620548172,0.28648449738661985,False
3616,isoniazid|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3629,olanzapine|oxycodone,0.0019417475728155341,0.23419985690436443,0.027609367235439462,0.28648449738661985,False
3632,glycine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3636,ubiquinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3637,loperamide|oxycodone,0.0019417475728155341,0.23419985690436443,0.027609367235439462,0.28648449738661985,False
3644,fentanyl|oxycodone,0.020711974110032363,0.6698962556642022,0.023408637505121597,0.28648449738661985,False
3645,chartreuse|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3648,phenethylamine|oxycodone,0.005177993527508091,0.37410565227760556,0.027110313735911103,0.28648449738661985,False
3659,psychotogen|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3662,antiseptic|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3663,butorphanol|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3671,phenylethylhydrazine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3673,morphinans|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3677,benzene|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3678,mephentermine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3679,phenylalanine|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3684,thioridazine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3688,benzodiazepine|oxycodone,0.012297734627831715,0.5073634629143811,0.026003166475345323,0.28648449738661985,False
3691,triazolobenzodiazepines|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3695,piperidyl|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3696,cordifolia|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3697,methamphetamine|oxycodone,0.014239482200647248,0.5456713570236108,0.025494306869435057,0.28648449738661985,False
3707,z-drug|oxycodone,0.0025889967637540453,0.26651562127355116,0.027538626620548172,0.28648449738661985,False
3708,ketoprofen|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3712,psychonaut|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3714,bronchodilator|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3719,prilosec|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3726,phenacetin|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3743,thioesters|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3756,percocet|oxycodone,0.020064724919093852,0.6652158359170045,0.02350341574193032,0.28648449738661985,False
3762,benzomorphans|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3767,paroxetine|oxycodone,0.0012944983818770227,0.182864297638922,0.027693170053767785,0.28648449738661985,False
3769,wormwood|oxycodone,0.0025889967637540453,0.26651562127355116,0.027538626620548172,0.28648449738661985,False
3777,igg|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3779,other|oxycodone,0.006472491909385114,0.39873002623419984,0.026970074519740407,0.28648449738661985,False
3782,acetaminophen|oxycodone,0.025889967637540454,0.7209038874314333,0.022206152970061357,0.28648449738661985,False
3792,ammonium|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3794,ibogaine|oxycodone,0.006472491909385114,0.39873002623419984,0.026970074519740407,0.28648449738661985,False
3795,dihydrocodeine|oxycodone,0.005177993527508091,0.37410565227760556,0.027110313735911103,0.28648449738661985,False
3796,azithromycin|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3797,amphetamine|oxycodone,0.020711974110032363,0.6698962556642022,0.023408637505121597,0.28648449738661985,False
3799,adaptogen|oxycodone,0.0006472491909385113,0.11501311709992845,0.027756361724083193,0.28648449738661985,False
3804,coricidin|oxycodone,0.0019417475728155341,0.23419985690436443,0.027609367235439462,0.28648449738661985,False
3889,cocaine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
3890,inositol|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
3961,sodium|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4044,glucose|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4057,methylenedioxyamphetamines|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4092,norepinephrine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4312,benzene|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4345,ecgonine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4413,methylecgonine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4415,dimethylcarbonate|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4427,ammonium|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4432,amphetamine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.014811891438580905,0.28648449738661985,False
4458,norethrindrone|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.00842046435103288,0.28648449738661985,False
4462,hormone|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.00842046435103288,0.28648449738661985,False
4712,norgestimate|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.00842046435103288,0.28648449738661985,False
4742,phenoxyethanol|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.00842046435103288,0.28648449738661985,False
4902,glycine|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.00842046435103288,0.28648449738661985,False
5045,trigonella|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.00842046435103288,0.28648449738661985,False
5097,hormone|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5127,LSD|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5161,cyanoborohydride|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5231,sodium|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5317,tetrahydrofuran|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5381,dialkyltryptamine|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5518,tryptamine|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5603,alkyltrimethylammonium|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5707,halomethanes|iodomethane,0.1,0.937067731934176,0.011803584099952726,0.28648449738661985,False
5720,oxycodone|tranylcypromine,0.01092896174863388,0.4929644645838302,0.026174150102489555,0.28648449738661985,False
5725,hypericum|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
5732,hormone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
5734,fluoxetine|tranylcypromine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
5735,pseudoephedrine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
5743,dalcipran|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
5746,phenoperidine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
5762,LSD|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
5767,caffeine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
5779,diethylpropion|tranylcypromine,0.00546448087431694,0.3820653470069163,0.027079962539369416,0.28648449738661985,False
