,name,conditional_probability,percentile,p_value,adjusted_p_value,should reject
19,perception|phaeacantha,1.0,0.9956419711699631,0.998638484977051,1.0,False
165,emotion|oxycodone,0.14833127317676145,0.8286959436808582,0.9469664828171405,1.0,False
166,global nervous system|oxycodone,0.06922126081582201,0.48818303721086154,0.842939792494311,1.0,False
168,motor|oxycodone,0.002472187886279357,0.017432115320147504,0.6968655584268652,1.0,False
169,misclassified|oxycodone,0.0754017305315204,0.5271538719409989,0.8548154433602037,1.0,False
170,gastrointestinal|oxycodone,0.07787391841779975,0.5640295005028495,0.8660444067317211,1.0,False
172,cardiovascular|oxycodone,0.029666254635352288,0.21907475695608447,0.7606832002674176,1.0,False
173,genitourinary|oxycodone,0.014833127317676144,0.12931612470667114,0.7326815031948677,1.0,False
174,oncologic|oxycodone,0.01854140914709518,0.15822996982903118,0.7418804078116764,1.0,False
176,chemical process|oxycodone,0.004944375772558714,0.045675494468655715,0.7059397539244803,1.0,False
177,metabolic|oxycodone,0.004944375772558714,0.045675494468655715,0.7059397539244803,1.0,False
178,hematologic|oxycodone,0.0012360939431396785,0.008548441166610795,0.6939805350921177,1.0,False
179,musculoskeletal|oxycodone,0.002472187886279357,0.017432115320147504,0.6968655584268652,1.0,False
180,place references|oxycodone,0.003708281829419036,0.030254777070063694,0.7009513891567349,1.0,False
181,property of toxin|oxycodone,0.04573547589616811,0.3171304056319142,0.7910145151129453,1.0,False
182,somatic sensation|oxycodone,0.006180469715698393,0.05548105933623869,0.708977770920919,1.0,False
183,neurologic disorder|oxycodone,0.05067985166872682,0.348809922896413,0.8008562502410616,1.0,False
184,perception|oxycodone,0.049443757725587144,0.3382500838082467,0.7973463956493231,1.0,False
186,sense of self|oxycodone,0.014833127317676144,0.12931612470667114,0.7326815031948677,1.0,False
187,use of substance|oxycodone,0.06922126081582201,0.48818303721086154,0.842939792494311,1.0,False
188,sexual activity|oxycodone,0.009888751545117428,0.08900435802883004,0.7198248929687199,1.0,False
189,uninterpretable|oxycodone,0.1681087762669963,0.8779751927589675,0.9622774199354598,1.0,False
190,respiratory|oxycodone,0.002472187886279357,0.017432115320147504,0.6968655584268652,1.0,False
193,esp|oxycodone,0.013597033374536464,0.12269527321488434,0.7303737416592742,1.0,False
194,infectious|oxycodone,0.008652657601977752,0.07760643647334897,0.7162366130546021,1.0,False
195,cognitive ability|oxycodone,0.05191594561186651,0.35626885685551457,0.8032745786245998,1.0,False
196,behavior|oxycodone,0.05191594561186651,0.35626885685551457,0.8032745786245998,1.0,False
197,integumentary|oxycodone,0.003708281829419036,0.030254777070063694,0.7009513891567349,1.0,False
198,emotion|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
199,global nervous system|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
202,misclassified|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
207,oncologic|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
209,chemical process|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
222,uninterpretable|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
226,esp|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
231,emotion|methylchloroisothiazalinone,0.2,0.902950050284948,0.9713991848909117,1.0,False
232,global nervous system|methylchloroisothiazalinone,0.2,0.902950050284948,0.9713991848909117,1.0,False
239,genitourinary|methylchloroisothiazalinone,0.2,0.902950050284948,0.9713991848909117,1.0,False
249,neurologic disorder|methylchloroisothiazalinone,0.2,0.902950050284948,0.9713991848909117,1.0,False
251,endocrine|methylchloroisothiazalinone,0.2,0.902950050284948,0.9713991848909117,1.0,False
275,chemical process|iodomethane,1.0,0.9956419711699631,0.998638484977051,1.0,False
297,emotion|tranylcypromine,0.10526315789473682,0.7082634931277237,0.9104871369614688,1.0,False
298,global nervous system|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7683971664031062,1.0,False
301,misclassified|tranylcypromine,0.05263157894736841,0.35953737847804224,0.8039469793394274,1.0,False
302,gastrointestinal|tranylcypromine,0.07017543859649122,0.49220583305397253,0.8440788881603476,1.0,False
304,cardiovascular|tranylcypromine,0.12280701754385964,0.7637445524639624,0.927347295612039,1.0,False
305,genitourinary|tranylcypromine,0.05263157894736841,0.35953737847804224,0.8039469793394274,1.0,False
306,oncologic|tranylcypromine,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
308,chemical process|tranylcypromine,0.05263157894736841,0.35953737847804224,0.8039469793394274,1.0,False
309,metabolic|tranylcypromine,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
313,property of toxin|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7683971664031062,1.0,False
314,somatic sensation|tranylcypromine,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
315,neurologic disorder|tranylcypromine,0.05263157894736841,0.35953737847804224,0.8039469793394274,1.0,False
316,perception|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7683971664031062,1.0,False
318,sense of self|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7683971664031062,1.0,False
319,use of substance|tranylcypromine,0.07017543859649122,0.49220583305397253,0.8440788881603476,1.0,False
320,sexual activity|tranylcypromine,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
321,uninterpretable|tranylcypromine,0.10526315789473682,0.7082634931277237,0.9104871369614688,1.0,False
322,respiratory|tranylcypromine,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
325,esp|tranylcypromine,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
326,infectious|tranylcypromine,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
327,cognitive ability|tranylcypromine,0.05263157894736841,0.35953737847804224,0.8039469793394274,1.0,False
335,gastrointestinal|phalloidin,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
341,chemical process|phalloidin,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
351,sense of self|phalloidin,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
352,use of substance|phalloidin,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
354,uninterpretable|phalloidin,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
362,integumentary|phalloidin,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
363,emotion|hypericum,0.09999999999999999,0.6832048273550118,0.9033080058111879,1.0,False
364,global nervous system|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
365,immunologic|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
367,misclassified|hypericum,0.06,0.42197452229299365,0.8230531877965056,1.0,False
368,gastrointestinal|hypericum,0.08,0.5703989272544419,0.8681156066391535,1.0,False
370,cardiovascular|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
371,genitourinary|hypericum,0.04,0.2816795172644988,0.7799874005219783,1.0,False
372,oncologic|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
374,chemical process|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
379,property of toxin|hypericum,0.06,0.42197452229299365,0.8230531877965056,1.0,False
381,neurologic disorder|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
382,perception|hypericum,0.04,0.2816795172644988,0.7799874005219783,1.0,False
384,sense of self|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
385,use of substance|hypericum,0.06,0.42197452229299365,0.8230531877965056,1.0,False
386,sexual activity|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
387,uninterpretable|hypericum,0.14,0.8012068387529333,0.9388771036628483,1.0,False
388,respiratory|hypericum,0.02,0.16895742541066042,0.7448592844010749,1.0,False
391,esp|hypericum,0.04,0.2816795172644988,0.7799874005219783,1.0,False
392,infectious|hypericum,0.04,0.2816795172644988,0.7799874005219783,1.0,False
393,cognitive ability|hypericum,0.09999999999999999,0.6832048273550118,0.9033080058111879,1.0,False
394,behavior|hypericum,0.06,0.42197452229299365,0.8230531877965056,1.0,False
396,emotion|commiphora,0.21428571428571427,0.9205497820985585,0.9753770200948819,1.0,False
397,global nervous system|commiphora,0.07142857142857142,0.5055313442842776,0.8471811882079172,1.0,False
400,misclassified|commiphora,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
401,gastrointestinal|commiphora,0.07142857142857142,0.5055313442842776,0.8471811882079172,1.0,False
414,neurologic disorder|commiphora,0.07142857142857142,0.5055313442842776,0.8471811882079172,1.0,False
415,perception|commiphora,0.07142857142857142,0.5055313442842776,0.8471811882079172,1.0,False
418,use of substance|commiphora,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
420,uninterpretable|commiphora,0.21428571428571427,0.9205497820985585,0.9753770200948819,1.0,False
429,emotion|aromadendrene,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
453,uninterpretable|aromadendrene,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
458,infectious|aromadendrene,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
462,emotion|norethrindrone,0.2,0.902950050284948,0.9713991848909117,1.0,False
463,global nervous system|norethrindrone,0.2,0.902950050284948,0.9713991848909117,1.0,False
470,genitourinary|norethrindrone,0.2,0.902950050284948,0.9713991848909117,1.0,False
480,neurologic disorder|norethrindrone,0.2,0.902950050284948,0.9713991848909117,1.0,False
482,endocrine|norethrindrone,0.2,0.902950050284948,0.9713991848909117,1.0,False
495,emotion|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
496,global nervous system|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
499,misclassified|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
500,gastrointestinal|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
502,cardiovascular|hydroxyethylamide,0.125,0.7756453234998324,0.9309677170517222,1.0,False
510,place references|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
511,property of toxin|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
513,neurologic disorder|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
514,perception|hydroxyethylamide,0.125,0.7756453234998324,0.9309677170517222,1.0,False
516,sense of self|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
517,use of substance|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
519,uninterpretable|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
523,esp|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
525,cognitive ability|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
526,behavior|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7826795747033337,1.0,False
528,emotion|guanfacine,0.18181818181818182,0.8823332215890044,0.9636762191280647,1.0,False
529,global nervous system|guanfacine,0.18181818181818182,0.8823332215890044,0.9636762191280647,1.0,False
533,gastrointestinal|guanfacine,0.18181818181818182,0.8823332215890044,0.9636762191280647,1.0,False
544,property of toxin|guanfacine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
547,perception|guanfacine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
552,uninterpretable|guanfacine,0.18181818181818182,0.8823332215890044,0.9636762191280647,1.0,False
559,behavior|guanfacine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
561,emotion|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
563,immunologic|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
565,misclassified|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
574,hematologic|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
584,sexual activity|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
590,infectious|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
591,cognitive ability|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.9417698409637315,1.0,False
594,emotion|hormone,0.10989010989010989,0.7187395239691585,0.913660148365282,1.0,False
595,global nervous system|hormone,0.054945054945054944,0.3887026483405967,0.8131368843290778,1.0,False
597,motor|hormone,0.0021978021978021974,0.015085484411666107,0.6960543063215953,1.0,False
598,misclassified|hormone,0.06373626373626373,0.46061012403620516,0.8346807060850336,1.0,False
599,gastrointestinal|hormone,0.04395604395604395,0.3030506201810258,0.7865275581440198,1.0,False
601,cardiovascular|hormone,0.021978021978021976,0.18270197787462286,0.7491482495725177,1.0,False
602,genitourinary|hormone,0.04615384615384615,0.3184713375796178,0.7913539296229156,1.0,False
603,oncologic|hormone,0.01978021978021978,0.16577271203486424,0.743987606227742,1.0,False
605,chemical process|hormone,0.010989010989010988,0.09746899094870935,0.7225273524382562,1.0,False
606,metabolic|hormone,0.010989010989010988,0.09746899094870935,0.7225273524382562,1.0,False
607,hematologic|hormone,0.0021978021978021974,0.015085484411666107,0.6960543063215953,1.0,False
609,place references|hormone,0.00879120879120879,0.07819309420046933,0.7163574651907278,1.0,False
610,property of toxin|hormone,0.05054945054945054,0.3477204156889038,0.8004615523071188,1.0,False
612,neurologic disorder|hormone,0.04615384615384615,0.3184713375796178,0.7913539296229156,1.0,False
613,perception|hormone,0.05934065934065934,0.4197116996312437,0.8224887826075777,1.0,False
614,endocrine|hormone,0.0065934065934065925,0.05883338920549782,0.7099548732981064,1.0,False
615,sense of self|hormone,0.013186813186813185,0.11833724438484747,0.729005798331212,1.0,False
616,use of substance|hormone,0.061538461538461535,0.42490781092859536,0.8240444324449415,1.0,False
617,sexual activity|hormone,0.030769230769230767,0.22376801877304728,0.7618595801031102,1.0,False
618,uninterpretable|hormone,0.16043956043956042,0.837412001340932,0.9498142219822322,1.0,False
619,respiratory|hormone,0.0021978021978021974,0.015085484411666107,0.6960543063215953,1.0,False
622,esp|hormone,0.01758241758241758,0.15035199463627222,0.739198518918502,1.0,False
623,infectious|hormone,0.015384615384615384,0.13442842775729133,0.7339555932682787,1.0,False
624,cognitive ability|hormone,0.08131868131868131,0.573583640630238,0.8691441354572453,1.0,False
625,behavior|hormone,0.05054945054945054,0.3477204156889038,0.8004615523071188,1.0,False
626,integumentary|hormone,0.00879120879120879,0.07819309420046933,0.7163574651907278,1.0,False
627,emotion|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
628,global nervous system|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
629,immunologic|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
631,misclassified|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
632,gastrointestinal|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
634,cardiovascular|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
638,chemical process|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
643,property of toxin|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
646,perception|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
649,use of substance|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
650,sexual activity|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
651,uninterpretable|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
656,infectious|methylecgonidine,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
660,emotion|fluoxetine,0.12149532710280374,0.7621521957760644,0.9268728866946941,1.0,False
661,global nervous system|fluoxetine,0.06542056074766356,0.46949379818974185,0.8373703089443437,1.0,False
663,motor|fluoxetine,0.018691588785046728,0.15864901106268856,0.7419305485915584,1.0,False
664,misclassified|fluoxetine,0.08411214953271028,0.5979718404290982,0.8768979570846351,1.0,False
665,gastrointestinal|fluoxetine,0.05607476635514018,0.39825678846798523,0.8160064797315539,1.0,False
667,cardiovascular|fluoxetine,0.07476635514018691,0.5242205833053972,0.8539527648140292,1.0,False
668,genitourinary|fluoxetine,0.018691588785046728,0.15864901106268856,0.7419305485915584,1.0,False
671,chemical process|fluoxetine,0.02803738317757009,0.21538719409989943,0.7592304033118628,1.0,False
676,property of toxin|fluoxetine,0.07476635514018691,0.5242205833053972,0.8539527648140292,1.0,False
678,neurologic disorder|fluoxetine,0.05607476635514018,0.39825678846798523,0.8160064797315539,1.0,False
679,perception|fluoxetine,0.037383177570093455,0.26206838752933287,0.7740900734112444,1.0,False
681,sense of self|fluoxetine,0.018691588785046728,0.15864901106268856,0.7419305485915584,1.0,False
682,use of substance|fluoxetine,0.05607476635514018,0.39825678846798523,0.8160064797315539,1.0,False
683,sexual activity|fluoxetine,0.02803738317757009,0.21538719409989943,0.7592304033118628,1.0,False
684,uninterpretable|fluoxetine,0.13084112149532712,0.7898089171974523,0.9351911135110118,1.0,False
685,respiratory|fluoxetine,0.009345794392523364,0.08581964465303386,0.7188040781167638,1.0,False
688,esp|fluoxetine,0.018691588785046728,0.15864901106268856,0.7419305485915584,1.0,False
689,infectious|fluoxetine,0.009345794392523364,0.08581964465303386,0.7188040781167638,1.0,False
690,cognitive ability|fluoxetine,0.04672897196261682,0.3229131746563862,0.7927501574934752,1.0,False
691,behavior|fluoxetine,0.04672897196261682,0.3229131746563862,0.7927501574934752,1.0,False
693,emotion|pseudoephedrine,0.12735849056603774,0.7876299027824338,0.9344852856095962,1.0,False
694,global nervous system|pseudoephedrine,0.08962264150943397,0.6074421723097553,0.8799591159794808,1.0,False
695,immunologic|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.7190483537110606,1.0,False
697,misclassified|pseudoephedrine,0.0660377358490566,0.470918538384177,0.8378357182345303,1.0,False
698,gastrointestinal|pseudoephedrine,0.08490566037735849,0.5990613476366075,0.8772283719674471,1.0,False
700,cardiovascular|pseudoephedrine,0.023584905660377357,0.1949379818974187,0.753149226674895,1.0,False
701,genitourinary|pseudoephedrine,0.018867924528301886,0.15982232651692926,0.7422211079826693,1.0,False
702,oncologic|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.7190483537110606,1.0,False
703,written media references|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.7050269345984238,1.0,False
704,chemical process|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.7190483537110606,1.0,False
705,metabolic|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.7190483537110606,1.0,False
706,hematologic|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.7050269345984238,1.0,False
708,place references|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.7050269345984238,1.0,False
709,property of toxin|pseudoephedrine,0.05660377358490566,0.4002681863895407,0.8167238785821731,1.0,False
711,neurologic disorder|pseudoephedrine,0.04716981132075471,0.3247569560844787,0.7933467042079686,1.0,False
712,perception|pseudoephedrine,0.0660377358490566,0.470918538384177,0.8378357182345303,1.0,False
714,sense of self|pseudoephedrine,0.018867924528301886,0.15982232651692926,0.7422211079826693,1.0,False
715,use of substance|pseudoephedrine,0.07075471698113209,0.49346295675494467,0.8446047235185971,1.0,False
716,sexual activity|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.7050269345984238,1.0,False
717,uninterpretable|pseudoephedrine,0.1509433962264151,0.8307911498491451,0.9476028850233348,1.0,False
718,respiratory|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.7050269345984238,1.0,False
721,esp|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.7190483537110606,1.0,False
722,infectious|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.7050269345984238,1.0,False
723,cognitive ability|pseudoephedrine,0.051886792452830184,0.35601743211532016,0.803130584590067,1.0,False
724,behavior|pseudoephedrine,0.04716981132075471,0.3247569560844787,0.7933467042079686,1.0,False
725,integumentary|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.7050269345984238,1.0,False
726,emotion|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
727,global nervous system|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
730,misclassified|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
745,perception|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
750,uninterpretable|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
757,behavior|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
759,emotion|tizanidine,0.125,0.7756453234998324,0.9309677170517222,1.0,False
760,global nervous system|tizanidine,0.125,0.7756453234998324,0.9309677170517222,1.0,False
763,misclassified|tizanidine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
766,cardiovascular|tizanidine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
767,genitourinary|tizanidine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
775,property of toxin|tizanidine,0.1875,0.8846798524974857,0.9643447628598244,1.0,False
777,neurologic disorder|tizanidine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
778,perception|tizanidine,0.1875,0.8846798524974857,0.9643447628598244,1.0,False
783,uninterpretable|tizanidine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
790,behavior|tizanidine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
793,global nervous system|dieticyclidine,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
811,perception|dieticyclidine,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
816,uninterpretable|dieticyclidine,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
825,emotion|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
829,misclassified|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
830,gastrointestinal|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
841,property of toxin|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
847,use of substance|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
849,uninterpretable|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
855,cognitive ability|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
856,behavior|amfebutamone,0.125,0.7756453234998324,0.9309677170517222,1.0,False
858,emotion|benzoylecgonine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
859,global nervous system|benzoylecgonine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
862,misclassified|benzoylecgonine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
863,gastrointestinal|benzoylecgonine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
866,genitourinary|benzoylecgonine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
870,metabolic|benzoylecgonine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
874,property of toxin|benzoylecgonine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
876,neurologic disorder|benzoylecgonine,0.12,0.7605598390881663,0.926312338488834,1.0,False
879,sense of self|benzoylecgonine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
880,use of substance|benzoylecgonine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
882,uninterpretable|benzoylecgonine,0.24,0.9237344954743547,0.9763091243362775,1.0,False
888,cognitive ability|benzoylecgonine,0.12,0.7605598390881663,0.926312338488834,1.0,False
891,emotion|elymoclavine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
892,global nervous system|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
895,misclassified|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
896,gastrointestinal|elymoclavine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
898,cardiovascular|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
902,chemical process|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
906,place references|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
907,property of toxin|elymoclavine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
909,neurologic disorder|elymoclavine,0.08,0.5703989272544419,0.8681156066391535,1.0,False
910,perception|elymoclavine,0.16,0.8371605766007375,0.9497422249649659,1.0,False
912,sense of self|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
913,use of substance|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
915,uninterpretable|elymoclavine,0.12,0.7605598390881663,0.926312338488834,1.0,False
919,esp|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
921,cognitive ability|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
922,behavior|elymoclavine,0.04,0.2816795172644988,0.7799874005219783,1.0,False
924,emotion|sesquiterpene,0.1,0.6930942004693261,0.906211028400252,1.0,False
925,global nervous system|sesquiterpene,0.1,0.6930942004693261,0.906211028400252,1.0,False
927,motor|sesquiterpene,0.1,0.6930942004693261,0.906211028400252,1.0,False
