,name,conditional_probability,percentile,p_value
19,perception|phaeacantha,1.0,0.9956419711699631,0.008883674153536709
177,metabolic|oxycodone,0.004944375772558714,0.045675494468655715,0.9545759302715388
178,hematologic|oxycodone,0.0012360939431396785,0.008548441166610795,0.9916191753268522
179,musculoskeletal|oxycodone,0.002472187886279357,0.017432115320147504,0.9829031176667784
180,place references|oxycodone,0.003708281829419036,0.030254777070063694,0.9699966476701307
181,property of toxin|oxycodone,0.04573547589616811,0.3171304056319142,0.6830372108615488
182,somatic sensation|oxycodone,0.006180469715698393,0.05548105933623869,0.9446865571572243
183,neurologic disorder|oxycodone,0.05067985166872682,0.348809922896413,0.65135769359705
184,perception|oxycodone,0.049443757725587144,0.3382500838082467,0.6619175326852162
186,sense of self|oxycodone,0.014833127317676144,0.12931612470667114,0.8709353000335233
187,use of substance|oxycodone,0.06922126081582201,0.48818303721086154,0.5120683875293329
188,sexual activity|oxycodone,0.009888751545117428,0.08900435802883004,0.911163258464633
189,uninterpretable|oxycodone,0.1681087762669963,0.8779751927589675,0.12219242373449547
190,respiratory|oxycodone,0.002472187886279357,0.017432115320147504,0.9829031176667784
193,esp|oxycodone,0.013597033374536464,0.12269527321488434,0.8774723432785786
194,infectious|oxycodone,0.008652657601977752,0.07760643647334897,0.922561180020114
195,cognitive ability|oxycodone,0.05191594561186651,0.35626885685551457,0.6439825678846799
196,behavior|oxycodone,0.05191594561186651,0.35626885685551457,0.6439825678846799
197,integumentary|oxycodone,0.003708281829419036,0.030254777070063694,0.9699966476701307
198,emotion|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.19694937981897417
199,global nervous system|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.19694937981897417
202,misclassified|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.19694937981897417
207,oncologic|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.19694937981897417
209,chemical process|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.19694937981897417
222,uninterpretable|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.19694937981897417
226,esp|carbomethoxytropinone,0.14285714285714285,0.8146999664767013,0.19694937981897417
231,emotion|methylchloroisothiazalinone,0.2,0.902950050284948,0.11381159906134763
232,global nervous system|methylchloroisothiazalinone,0.2,0.902950050284948,0.11381159906134763
239,genitourinary|methylchloroisothiazalinone,0.2,0.902950050284948,0.11381159906134763
249,neurologic disorder|methylchloroisothiazalinone,0.2,0.902950050284948,0.11381159906134763
251,endocrine|methylchloroisothiazalinone,0.2,0.902950050284948,0.11381159906134763
275,chemical process|iodomethane,1.0,0.9956419711699631,0.008883674153536709
297,emotion|tranylcypromine,0.10526315789473682,0.7082634931277237,0.29198793161247066
298,global nervous system|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7562856185048609
301,misclassified|tranylcypromine,0.05263157894736841,0.35953737847804224,0.6411330874958096
302,gastrointestinal|tranylcypromine,0.07017543859649122,0.49220583305397253,0.5082132081796848
304,cardiovascular|tranylcypromine,0.12280701754385964,0.7637445524639624,0.236506872276232
305,genitourinary|tranylcypromine,0.05263157894736841,0.35953737847804224,0.6411330874958096
306,oncologic|tranylcypromine,0.017543859649122806,0.14892725444183708,0.8524974857525981
308,chemical process|tranylcypromine,0.05263157894736841,0.35953737847804224,0.6411330874958096
309,metabolic|tranylcypromine,0.017543859649122806,0.14892725444183708,0.8524974857525981
313,property of toxin|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7562856185048609
314,somatic sensation|tranylcypromine,0.017543859649122806,0.14892725444183708,0.8524974857525981
315,neurologic disorder|tranylcypromine,0.05263157894736841,0.35953737847804224,0.6411330874958096
316,perception|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7562856185048609
318,sense of self|tranylcypromine,0.03508771929824561,0.24430103922225946,0.7562856185048609
319,use of substance|tranylcypromine,0.07017543859649122,0.49220583305397253,0.5082132081796848
320,sexual activity|tranylcypromine,0.017543859649122806,0.14892725444183708,0.8524974857525981
321,uninterpretable|tranylcypromine,0.10526315789473682,0.7082634931277237,0.29198793161247066
322,respiratory|tranylcypromine,0.017543859649122806,0.14892725444183708,0.8524974857525981
325,esp|tranylcypromine,0.017543859649122806,0.14892725444183708,0.8524974857525981
326,infectious|tranylcypromine,0.017543859649122806,0.14892725444183708,0.8524974857525981
327,cognitive ability|tranylcypromine,0.05263157894736841,0.35953737847804224,0.6411330874958096
335,gastrointestinal|phalloidin,0.16666666666666666,0.858447871270533,0.16091183372443849
341,chemical process|phalloidin,0.16666666666666666,0.858447871270533,0.16091183372443849
351,sense of self|phalloidin,0.16666666666666666,0.858447871270533,0.16091183372443849
352,use of substance|phalloidin,0.16666666666666666,0.858447871270533,0.16091183372443849
354,uninterpretable|phalloidin,0.16666666666666666,0.858447871270533,0.16091183372443849
362,integumentary|phalloidin,0.16666666666666666,0.858447871270533,0.16091183372443849
363,emotion|hypericum,0.09999999999999999,0.6832048273550118,0.31780087160576603
364,global nervous system|hypericum,0.02,0.16895742541066042,0.8330539725108951
365,immunologic|hypericum,0.02,0.16895742541066042,0.8330539725108951
367,misclassified|hypericum,0.06,0.42197452229299365,0.5787797519275897
368,gastrointestinal|hypericum,0.08,0.5703989272544419,0.4312772376801877
370,cardiovascular|hypericum,0.02,0.16895742541066042,0.8330539725108951
371,genitourinary|hypericum,0.04,0.2816795172644988,0.7217566208514918
372,oncologic|hypericum,0.02,0.16895742541066042,0.8330539725108951
374,chemical process|hypericum,0.02,0.16895742541066042,0.8330539725108951
379,property of toxin|hypericum,0.06,0.42197452229299365,0.5787797519275897
381,neurologic disorder|hypericum,0.02,0.16895742541066042,0.8330539725108951
382,perception|hypericum,0.04,0.2816795172644988,0.7217566208514918
384,sense of self|hypericum,0.02,0.16895742541066042,0.8330539725108951
385,use of substance|hypericum,0.06,0.42197452229299365,0.5787797519275897
386,sexual activity|hypericum,0.02,0.16895742541066042,0.8330539725108951
387,uninterpretable|hypericum,0.14,0.8012068387529333,0.19912839423399262
388,respiratory|hypericum,0.02,0.16895742541066042,0.8330539725108951
391,esp|hypericum,0.04,0.2816795172644988,0.7217566208514918
392,infectious|hypericum,0.04,0.2816795172644988,0.7217566208514918
393,cognitive ability|hypericum,0.09999999999999999,0.6832048273550118,0.31780087160576603
394,behavior|hypericum,0.06,0.42197452229299365,0.5787797519275897
396,emotion|commiphora,0.21428571428571427,0.9205497820985585,0.07978545088836742
397,global nervous system|commiphora,0.07142857142857142,0.5055313442842776,0.5055313442842776
400,misclassified|commiphora,0.14285714285714285,0.8146999664767013,0.19694937981897417
401,gastrointestinal|commiphora,0.07142857142857142,0.5055313442842776,0.5055313442842776
414,neurologic disorder|commiphora,0.07142857142857142,0.5055313442842776,0.5055313442842776
415,perception|commiphora,0.07142857142857142,0.5055313442842776,0.5055313442842776
418,use of substance|commiphora,0.14285714285714285,0.8146999664767013,0.19694937981897417
420,uninterpretable|commiphora,0.21428571428571427,0.9205497820985585,0.07978545088836742
429,emotion|aromadendrene,0.3333333333333333,0.9655548105933623,0.04609453570231311
453,uninterpretable|aromadendrene,0.3333333333333333,0.9655548105933623,0.04609453570231311
458,infectious|aromadendrene,0.3333333333333333,0.9655548105933623,0.04609453570231311
462,emotion|norethrindrone,0.2,0.902950050284948,0.11381159906134763
463,global nervous system|norethrindrone,0.2,0.902950050284948,0.11381159906134763
470,genitourinary|norethrindrone,0.2,0.902950050284948,0.11381159906134763
480,neurologic disorder|norethrindrone,0.2,0.902950050284948,0.11381159906134763
482,endocrine|norethrindrone,0.2,0.902950050284948,0.11381159906134763
495,emotion|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.4247401944351324
496,global nervous system|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.4247401944351324
499,misclassified|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
500,gastrointestinal|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.4247401944351324
502,cardiovascular|hydroxyethylamide,0.125,0.7756453234998324,0.2348307073416024
510,place references|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
511,property of toxin|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
513,neurologic disorder|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
514,perception|hydroxyethylamide,0.125,0.7756453234998324,0.2348307073416024
516,sense of self|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
517,use of substance|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
519,uninterpretable|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.4247401944351324
523,esp|hydroxyethylamide,0.08333333333333333,0.5862386858866913,0.4247401944351324
525,cognitive ability|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
526,behavior|hydroxyethylamide,0.041666666666666664,0.29173650687227626,0.7125377137110291
528,emotion|guanfacine,0.18181818181818182,0.8823332215890044,0.1190077103586993
529,global nervous system|guanfacine,0.18181818181818182,0.8823332215890044,0.1190077103586993
533,gastrointestinal|guanfacine,0.18181818181818182,0.8823332215890044,0.1190077103586993
544,property of toxin|guanfacine,0.09090909090909091,0.6393731143144485,0.39171974522292996
547,perception|guanfacine,0.09090909090909091,0.6393731143144485,0.39171974522292996
552,uninterpretable|guanfacine,0.18181818181818182,0.8823332215890044,0.1190077103586993
559,behavior|guanfacine,0.09090909090909091,0.6393731143144485,0.39171974522292996
561,emotion|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.19694937981897417
563,immunologic|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.19694937981897417
565,misclassified|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.19694937981897417
574,hematologic|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.19694937981897417
584,sexual activity|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.19694937981897417
590,infectious|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.19694937981897417
591,cognitive ability|mercaptoethyl,0.14285714285714285,0.8146999664767013,0.19694937981897417
594,emotion|hormone,0.10989010989010989,0.7187395239691585,0.2814280925243044
595,global nervous system|hormone,0.054945054945054944,0.3887026483405967,0.6114649681528662
597,motor|hormone,0.0021978021978021974,0.015085484411666107,0.9852497485752598
598,misclassified|hormone,0.06373626373626373,0.46061012403620516,0.5395574924572578
599,gastrointestinal|hormone,0.04395604395604395,0.3030506201810258,0.6971169963124372
601,cardiovascular|hormone,0.021978021978021976,0.18270197787462286,0.8174656386188401
602,genitourinary|hormone,0.04615384615384615,0.3184713375796178,0.682031511900771
603,oncologic|hormone,0.01978021978021978,0.16577271203486424,0.8343949044585988
605,chemical process|hormone,0.010989010989010988,0.09746899094870935,0.902782433791485
606,metabolic|hormone,0.010989010989010988,0.09746899094870935,0.902782433791485
607,hematologic|hormone,0.0021978021978021974,0.015085484411666107,0.9852497485752598
609,place references|hormone,0.00879120879120879,0.07819309420046933,0.9220583305397251
610,property of toxin|hormone,0.05054945054945054,0.3477204156889038,0.6525310090512907
612,neurologic disorder|hormone,0.04615384615384615,0.3184713375796178,0.682031511900771
613,perception|hormone,0.05934065934065934,0.4197116996312437,0.5804559168622192
614,endocrine|hormone,0.0065934065934065925,0.05883338920549782,0.9413342272879651
615,sense of self|hormone,0.013186813186813185,0.11833724438484747,0.8818303721086155
616,use of substance|hormone,0.061538461538461535,0.42490781092859536,0.5752598055648676
617,sexual activity|hormone,0.030769230769230767,0.22376801877304728,0.7763995977204157
618,uninterpretable|hormone,0.16043956043956042,0.837412001340932,0.162755615152531
619,respiratory|hormone,0.0021978021978021974,0.015085484411666107,0.9852497485752598
622,esp|hormone,0.01758241758241758,0.15035199463627222,0.8498156218571907
623,infectious|hormone,0.015384615384615384,0.13442842775729133,0.8657391887361716
624,cognitive ability|hormone,0.08131868131868131,0.573583640630238,0.42658397586322494
625,behavior|hormone,0.05054945054945054,0.3477204156889038,0.6525310090512907
626,integumentary|hormone,0.00879120879120879,0.07819309420046933,0.9220583305397251
627,emotion|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
628,global nervous system|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
629,immunologic|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
631,misclassified|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
632,gastrointestinal|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
634,cardiovascular|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
638,chemical process|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
643,property of toxin|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
646,perception|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
649,use of substance|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
650,sexual activity|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
651,uninterpretable|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
656,infectious|methylecgonidine,0.07692307692307691,0.5454240697284612,0.4710023466309085
660,emotion|fluoxetine,0.12149532710280374,0.7621521957760644,0.2380154207173986
661,global nervous system|fluoxetine,0.06542056074766356,0.46949379818974185,0.5306738183037211
663,motor|fluoxetine,0.018691588785046728,0.15864901106268856,0.8417700301709689
664,misclassified|fluoxetine,0.08411214953271028,0.5979718404290982,0.4022795843110962
665,gastrointestinal|fluoxetine,0.05607476635514018,0.39825678846798523,0.6020784445189407
667,cardiovascular|fluoxetine,0.07476635514018691,0.5242205833053972,0.4760308414347972
668,genitourinary|fluoxetine,0.018691588785046728,0.15864901106268856,0.8417700301709689
671,chemical process|fluoxetine,0.02803738317757009,0.21538719409989943,0.7849480388870265
676,property of toxin|fluoxetine,0.07476635514018691,0.5242205833053972,0.4760308414347972
678,neurologic disorder|fluoxetine,0.05607476635514018,0.39825678846798523,0.6020784445189407
679,perception|fluoxetine,0.037383177570093455,0.26206838752933287,0.7381830372108615
681,sense of self|fluoxetine,0.018691588785046728,0.15864901106268856,0.8417700301709689
682,use of substance|fluoxetine,0.05607476635514018,0.39825678846798523,0.6020784445189407
683,sexual activity|fluoxetine,0.02803738317757009,0.21538719409989943,0.7849480388870265
684,uninterpretable|fluoxetine,0.13084112149532712,0.7898089171974523,0.21035869929601073
685,respiratory|fluoxetine,0.009345794392523364,0.08581964465303386,0.914515588333892
688,esp|fluoxetine,0.018691588785046728,0.15864901106268856,0.8417700301709689
689,infectious|fluoxetine,0.009345794392523364,0.08581964465303386,0.914515588333892
690,cognitive ability|fluoxetine,0.04672897196261682,0.3229131746563862,0.6773382500838082
691,behavior|fluoxetine,0.04672897196261682,0.3229131746563862,0.6773382500838082
693,emotion|pseudoephedrine,0.12735849056603774,0.7876299027824338,0.21253771371102917
694,global nervous system|pseudoephedrine,0.08962264150943397,0.6074421723097553,0.3927254441837077
695,immunologic|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.9138451223600402
697,misclassified|pseudoephedrine,0.0660377358490566,0.470918538384177,0.5293328863560174
698,gastrointestinal|pseudoephedrine,0.08490566037735849,0.5990613476366075,0.4011062688568555
700,cardiovascular|pseudoephedrine,0.023584905660377357,0.1949379818974187,0.8052296345960442
701,genitourinary|pseudoephedrine,0.018867924528301886,0.15982232651692926,0.841099564197117
702,oncologic|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.9138451223600402
703,written media references|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.9579282601407979
704,chemical process|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.9138451223600402
705,metabolic|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.9138451223600402
706,hematologic|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.9579282601407979
708,place references|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.9579282601407979
709,property of toxin|pseudoephedrine,0.05660377358490566,0.4002681863895407,0.6004022795843111
711,neurologic disorder|pseudoephedrine,0.04716981132075471,0.3247569560844787,0.6754944686557157
712,perception|pseudoephedrine,0.0660377358490566,0.470918538384177,0.5293328863560174
714,sense of self|pseudoephedrine,0.018867924528301886,0.15982232651692926,0.841099564197117
715,use of substance|pseudoephedrine,0.07075471698113209,0.49346295675494467,0.5067046597385183
716,sexual activity|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.9579282601407979
717,uninterpretable|pseudoephedrine,0.1509433962264151,0.8307911498491451,0.16946027489104928
718,respiratory|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.9579282601407979
721,esp|pseudoephedrine,0.009433962264150943,0.08665772712034864,0.9138451223600402
722,infectious|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.9579282601407979
723,cognitive ability|pseudoephedrine,0.051886792452830184,0.35601743211532016,0.6441501843781428
724,behavior|pseudoephedrine,0.04716981132075471,0.3247569560844787,0.6754944686557157
725,integumentary|pseudoephedrine,0.0047169811320754715,0.04274220583305397,0.9579282601407979
726,emotion|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.16091183372443849
727,global nervous system|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.16091183372443849
730,misclassified|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.16091183372443849
745,perception|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.16091183372443849
750,uninterpretable|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.16091183372443849
757,behavior|gerwurtzraminer,0.16666666666666666,0.858447871270533,0.16091183372443849
759,emotion|tizanidine,0.125,0.7756453234998324,0.2348307073416024
760,global nervous system|tizanidine,0.125,0.7756453234998324,0.2348307073416024
763,misclassified|tizanidine,0.0625,0.44208850150854845,0.5727455581629233
766,cardiovascular|tizanidine,0.0625,0.44208850150854845,0.5727455581629233
767,genitourinary|tizanidine,0.0625,0.44208850150854845,0.5727455581629233
775,property of toxin|tizanidine,0.1875,0.8846798524974857,0.11599061347636608
777,neurologic disorder|tizanidine,0.0625,0.44208850150854845,0.5727455581629233
778,perception|tizanidine,0.1875,0.8846798524974857,0.11599061347636608
783,uninterpretable|tizanidine,0.0625,0.44208850150854845,0.5727455581629233
790,behavior|tizanidine,0.0625,0.44208850150854845,0.5727455581629233
793,global nervous system|dieticyclidine,0.3333333333333333,0.9655548105933623,0.04609453570231311
811,perception|dieticyclidine,0.3333333333333333,0.9655548105933623,0.04609453570231311
816,uninterpretable|dieticyclidine,0.3333333333333333,0.9655548105933623,0.04609453570231311
825,emotion|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
829,misclassified|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
830,gastrointestinal|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
841,property of toxin|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
847,use of substance|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
849,uninterpretable|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
855,cognitive ability|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
856,behavior|amfebutamone,0.125,0.7756453234998324,0.2348307073416024
858,emotion|benzoylecgonine,0.08,0.5703989272544419,0.4312772376801877
859,global nervous system|benzoylecgonine,0.04,0.2816795172644988,0.7217566208514918
862,misclassified|benzoylecgonine,0.08,0.5703989272544419,0.4312772376801877
863,gastrointestinal|benzoylecgonine,0.08,0.5703989272544419,0.4312772376801877
866,genitourinary|benzoylecgonine,0.04,0.2816795172644988,0.7217566208514918
870,metabolic|benzoylecgonine,0.08,0.5703989272544419,0.4312772376801877
874,property of toxin|benzoylecgonine,0.04,0.2816795172644988,0.7217566208514918
876,neurologic disorder|benzoylecgonine,0.12,0.7605598390881663,0.24019443513241703
879,sense of self|benzoylecgonine,0.04,0.2816795172644988,0.7217566208514918
880,use of substance|benzoylecgonine,0.04,0.2816795172644988,0.7217566208514918
882,uninterpretable|benzoylecgonine,0.24,0.9237344954743547,0.07643312101910828
888,cognitive ability|benzoylecgonine,0.12,0.7605598390881663,0.24019443513241703
891,emotion|elymoclavine,0.08,0.5703989272544419,0.4312772376801877
892,global nervous system|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
895,misclassified|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
896,gastrointestinal|elymoclavine,0.08,0.5703989272544419,0.4312772376801877
898,cardiovascular|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
902,chemical process|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
906,place references|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
907,property of toxin|elymoclavine,0.08,0.5703989272544419,0.4312772376801877
909,neurologic disorder|elymoclavine,0.08,0.5703989272544419,0.4312772376801877
910,perception|elymoclavine,0.16,0.8371605766007375,0.16309084813945693
912,sense of self|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
913,use of substance|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
915,uninterpretable|elymoclavine,0.12,0.7605598390881663,0.24019443513241703
919,esp|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
921,cognitive ability|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
922,behavior|elymoclavine,0.04,0.2816795172644988,0.7217566208514918
924,emotion|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
925,global nervous system|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
927,motor|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
928,misclassified|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
931,cardiovascular|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
940,property of toxin|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
942,neurologic disorder|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
952,esp|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
953,infectious|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
954,cognitive ability|sesquiterpene,0.1,0.6930942004693261,0.3159570901776735
957,emotion|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
958,global nervous system|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
961,misclassified|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
962,gastrointestinal|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
964,cardiovascular|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
965,genitourinary|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
968,chemical process|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
973,property of toxin|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
975,neurologic disorder|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
978,sense of self|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
979,use of substance|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
980,sexual activity|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
981,uninterpretable|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
982,respiratory|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
986,infectious|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
987,cognitive ability|dalcipran,0.0625,0.44208850150854845,0.5727455581629233
990,emotion|clozapine,0.16666666666666666,0.858447871270533,0.16091183372443849
994,misclassified|clozapine,0.16666666666666666,0.858447871270533,0.16091183372443849
1000,written media references|clozapine,0.16666666666666666,0.858447871270533,0.16091183372443849
1006,property of toxin|clozapine,0.16666666666666666,0.858447871270533,0.16091183372443849
1014,uninterpretable|clozapine,0.16666666666666666,0.858447871270533,0.16091183372443849
1021,behavior|clozapine,0.16666666666666666,0.858447871270533,0.16091183372443849
1023,emotion|methimazole,0.08695652173913043,0.6024136775058666,0.3989272544418371
1024,global nervous system|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1027,misclassified|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1028,gastrointestinal|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1030,cardiovascular|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1034,chemical process|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1036,hematologic|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1037,musculoskeletal|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1040,somatic sensation|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1041,neurologic disorder|methimazole,0.08695652173913043,0.6024136775058666,0.3989272544418371
1044,sense of self|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1045,use of substance|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1046,sexual activity|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1047,uninterpretable|methimazole,0.08695652173913043,0.6024136775058666,0.3989272544418371
1048,respiratory|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1052,infectious|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1053,cognitive ability|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
1054,behavior|methimazole,0.08695652173913043,0.6024136775058666,0.3989272544418371
1055,integumentary|methimazole,0.043478260869565216,0.30062018102581295,0.7016426416359369
