,name,conditional_probability,percentile,p_value
227,fluvoxamine|emotion,5,0.7939155212872947,0.22125377137110291
228,zinfandel|emotion,1,0.27070063694267515,1.0
229,nerolidol|emotion,1,0.27070063694267515,1.0
230,bromide|emotion,2,0.608447871270533,0.45876634260811266
231,fenfluramine|emotion,3,0.7067549446865572,0.3245055313442843
232,glucocorticoid|emotion,2,0.608447871270533,0.45876634260811266
233,ergometrine|emotion,9,0.8601240362051625,0.14666443178008717
234,methylcarbinolamide|emotion,2,0.608447871270533,0.45876634260811266
235,glucose|emotion,20,0.9209688233322159,0.08028830036875628
236,aminorex|emotion,3,0.7067549446865572,0.3245055313442843
237,meclizine|emotion,5,0.7939155212872947,0.22125377137110291
238,tetrahydrofuran|emotion,1,0.27070063694267515,1.0
239,pramipexole|emotion,1,0.27070063694267515,1.0
240,risperidone|emotion,3,0.7067549446865572,0.3245055313442843
241,solanum|emotion,6,0.8180522963459604,0.1910828025477707
242,serotonin|emotion,199,0.9917867918203152,0.008380824673147838
243,pipradrol|emotion,2,0.608447871270533,0.45876634260811266
244,salbutamol|emotion,1,0.27070063694267515,1.0
245,cichorium|emotion,1,0.27070063694267515,1.0
246,prostacyclin|emotion,1,0.27070063694267515,1.0
247,dehydromethylone|emotion,1,0.27070063694267515,1.0
248,methylenedioxyamphetamines|emotion,2,0.608447871270533,0.45876634260811266
249,scopalamine|emotion,40,0.955497820985585,0.04525645323499832
251,indocybin|emotion,1,0.27070063694267515,1.0
255,debrisoquine|emotion,1,0.27070063694267515,1.0
256,cucurbitins|emotion,2,0.608447871270533,0.45876634260811266
257,vinblastine|emotion,3,0.7067549446865572,0.3245055313442843
258,marijuana|emotion,463,0.9983238350653705,0.0018437814280925244
259,pregnenolone|emotion,1,0.27070063694267515,1.0
260,strobamine|emotion,1,0.27070063694267515,1.0
261,hydroxybutyrate|emotion,3,0.7067549446865572,0.3245055313442843
262,tetraphylline|emotion,1,0.27070063694267515,1.0
263,isopteropodine|emotion,2,0.608447871270533,0.45876634260811266
264,sumatriptan|emotion,3,0.7067549446865572,0.3245055313442843
265,kavalactones|emotion,13,0.893479718404291,0.10945357023131076
266,cyclizine|emotion,3,0.7067549446865572,0.3245055313442843
267,mephedrone|emotion,23,0.9286791820315119,0.07291317465638619
268,norgestimate|emotion,1,0.27070063694267515,1.0
269,pyrovalerone|emotion,1,0.27070063694267515,1.0
270,k2|emotion,8,0.8479718404290982,0.15755950385517936
271,reserpate|emotion,2,0.608447871270533,0.45876634260811266
272,imidazopyridine|emotion,3,0.7067549446865572,0.3245055313442843
273,bromocriptine|emotion,2,0.608447871270533,0.45876634260811266
276,lefetamine|emotion,1,0.27070063694267515,1.0
277,ritonavir|emotion,1,0.27070063694267515,1.0
278,sugarcane|emotion,1,0.27070063694267515,1.0
279,methylphenidate|emotion,26,0.9347133757961783,0.06604089842440496
281,chorpheniramine|emotion,2,0.608447871270533,0.45876634260811266
282,ergocorninine|emotion,1,0.27070063694267515,1.0
283,norepinephrine|emotion,33,0.9471169963124372,0.05397251089507207
284,hydroxyl|emotion,3,0.7067549446865572,0.3245055313442843
286,donepizil|emotion,1,0.27070063694267515,1.0
287,xanthoparmelia|emotion,1,0.27070063694267515,1.0
288,methylenedioxypyrovalerone|emotion,3,0.7067549446865572,0.3245055313442843
289,escholidine|emotion,1,0.27070063694267515,1.0
292,moonshine|emotion,5,0.7939155212872947,0.22125377137110291
293,antidepressant|emotion,106,0.9810593362386859,0.019275896748240026
296,cannabidiol|emotion,3,0.7067549446865572,0.3245055313442843
297,phenylmethylpiperazine|emotion,1,0.27070063694267515,1.0
298,phenoxyethanol|emotion,1,0.27070063694267515,1.0
299,indomethacin|emotion,1,0.27070063694267515,1.0
300,lasiantha|emotion,1,0.27070063694267515,1.0
303,tequila|emotion,21,0.9229802212537713,0.07794166946027489
304,diamorphine|emotion,1,0.27070063694267515,1.0
305,cannabinoid|emotion,6,0.8180522963459604,0.1910828025477707
307,hydrocotarnine|emotion,1,0.27070063694267515,1.0
310,thebaine|emotion,16,0.9084813945692256,0.09302715387194099
311,rhychophylline|emotion,1,0.27070063694267515,1.0
312,phytosteroid|emotion,1,0.27070063694267515,1.0
313,chamomile|emotion,32,0.945524639624539,0.055145826349312775
314,MDMA|emotion,620,0.9991619175326852,0.0010056989607777405
315,cannabinol|emotion,1,0.27070063694267515,1.0
316,bufotenin|emotion,36,0.9509721756620851,0.04944686557157224
317,vardenafil|emotion,1,0.27070063694267515,1.0
318,bromopheniramine|emotion,1,0.27070063694267515,1.0
319,entheogen|emotion,8,0.8479718404290982,0.15755950385517936
320,zecatechichi|emotion,1,0.27070063694267515,1.0
323,thioalkaloids|emotion,1,0.27070063694267515,1.0
325,epinephrine|emotion,50,0.9627891384512236,0.03754609453570231
331,shroomtea|emotion,1,0.27070063694267515,1.0
332,phenylpropanolamine|emotion,7,0.8348139456922561,0.17298022125377138
333,THC|emotion,7,0.8348139456922561,0.17298022125377138
335,dpt|emotion,84,0.9752765672142139,0.024974857525980557
339,metabisulphite|emotion,1,0.27070063694267515,1.0
341,elecampane|emotion,1,0.27070063694267515,1.0
342,myristicin|emotion,12,0.8871102916526986,0.11649346295675495
344,benzylpiperazine|emotion,4,0.7583808246731478,0.26215219577606436
346,krypton|emotion,1,0.27070063694267515,1.0
350,entactogen|emotion,6,0.8180522963459604,0.1910828025477707
351,methylprednisolone|emotion,2,0.608447871270533,0.45876634260811266
352,benzonatate|emotion,1,0.27070063694267515,1.0
353,benzylpiperazines|emotion,1,0.27070063694267515,1.0
354,iodoamphetamine|emotion,1,0.27070063694267515,1.0
361,trichocereine|emotion,2,0.608447871270533,0.45876634260811266
362,levophacetoperane|emotion,1,0.27070063694267515,1.0
365,doxepin|emotion,1,0.27070063694267515,1.0
366,diethlylamine|emotion,1,0.27070063694267515,1.0
367,balminil|emotion,1,0.27070063694267515,1.0
370,methoxazole|emotion,1,0.27070063694267515,1.0
372,anticholinergic|emotion,3,0.7067549446865572,0.3245055313442843
373,empathogen|emotion,22,0.9254944686557157,0.07626550452564532
374,sympathomimetic|emotion,1,0.27070063694267515,1.0
376,deliriant|emotion,9,0.8601240362051625,0.14666443178008717
377,venlafaxine|emotion,9,0.8601240362051625,0.14666443178008717
378,methylbenzene|emotion,1,0.27070063694267515,1.0
379,phentolamine|emotion,2,0.608447871270533,0.45876634260811266
380,hyoscyamine|emotion,34,0.9488769694937982,0.0519611129735166
383,trimethylaminomethyl|emotion,1,0.27070063694267515,1.0
389,phenylephrine|emotion,1,0.27070063694267515,1.0
390,quinine|emotion,5,0.7939155212872947,0.22125377137110291
391,cathinone|emotion,15,0.9049614482065035,0.09721756620851492
393,dimethyltryptamine|emotion,13,0.893479718404291,0.10945357023131076
395,desmethylprodine|emotion,1,0.27070063694267515,1.0
396,thymiquinone|emotion,1,0.27070063694267515,1.0
397,methoxyamphetamine|emotion,2,0.608447871270533,0.45876634260811266
398,gyromitrin|emotion,1,0.27070063694267515,1.0
401,chlorphentermine|emotion,1,0.27070063694267515,1.0
402,furazolidone|emotion,4,0.7583808246731478,0.26215219577606436
403,dichloromethane|emotion,6,0.8180522963459604,0.1910828025477707
407,mystagogue|emotion,3,0.7067549446865572,0.3245055313442843
408,busprione|emotion,2,0.608447871270533,0.45876634260811266
409,diisopropyltryptamine|emotion,3,0.7067549446865572,0.3245055313442843
410,buprenorphine|emotion,17,0.9118337244384848,0.09017767348307074
414,hydroxyindole|emotion,1,0.27070063694267515,1.0
415,furamate|emotion,1,0.27070063694267515,1.0
417,imipramine|emotion,2,0.608447871270533,0.45876634260811266
420,thienobenzodiazapine|emotion,2,0.608447871270533,0.45876634260811266
422,GABAergic|emotion,3,0.7067549446865572,0.3245055313442843
423,rextallization|emotion,1,0.27070063694267515,1.0
426,hydrocodone|emotion,92,0.9778746228628897,0.022460610124036204
428,hydromorphone|emotion,33,0.9471169963124372,0.05397251089507207
431,antidysrhythmic|emotion,1,0.27070063694267515,1.0
432,entheobotanical|emotion,2,0.608447871270533,0.45876634260811266
435,pernod|emotion,3,0.7067549446865572,0.3245055313442843
436,hydroxytropane|emotion,1,0.27070063694267515,1.0
437,suboxone|emotion,2,0.608447871270533,0.45876634260811266
438,dehydroepiandrosterone|emotion,1,0.27070063694267515,1.0
439,tryptamine|emotion,208,0.9923734495474354,0.008045591686221924
440,hydroxyzine|emotion,4,0.7583808246731478,0.26215219577606436
442,isoniazid|emotion,1,0.27070063694267515,1.0
443,amainita|emotion,1,0.27070063694267515,1.0
444,propenylbenzenes|emotion,1,0.27070063694267515,1.0
445,dimethylbenzene|emotion,1,0.27070063694267515,1.0
446,tetrodotoxin|emotion,1,0.27070063694267515,1.0
449,tampenensis|emotion,1,0.27070063694267515,1.0
450,cipramil|emotion,2,0.608447871270533,0.45876634260811266
451,grayanotoxin|emotion,1,0.27070063694267515,1.0
455,olanzapine|emotion,13,0.893479718404291,0.10945357023131076
456,dichloromethanesodium|emotion,1,0.27070063694267515,1.0
457,debrisoquin|emotion,1,0.27070063694267515,1.0
458,glycine|emotion,2,0.608447871270533,0.45876634260811266
459,indoleethylamine|emotion,1,0.27070063694267515,1.0
461,phenethylaminey|emotion,1,0.27070063694267515,1.0
462,ubiquinone|emotion,2,0.608447871270533,0.45876634260811266
463,loperamide|emotion,5,0.7939155212872947,0.22125377137110291
464,yew|emotion,3,0.7067549446865572,0.3245055313442843
465,ethylalkane|emotion,1,0.27070063694267515,1.0
467,ergocornine|emotion,1,0.27070063694267515,1.0
469,methylacetylene|emotion,1,0.27070063694267515,1.0
470,fentanyl|emotion,39,0.9543245055313443,0.04626215219577606
471,chartreuse|emotion,2,0.608447871270533,0.45876634260811266
473,periwinkle|emotion,3,0.7067549446865572,0.3245055313442843
474,phenethylamine|emotion,131,0.9849983238350654,0.015253100905129064
475,clindamycin|emotion,1,0.27070063694267515,1.0
478,diphenoxylate|emotion,1,0.27070063694267515,1.0
479,diphenhydramine|emotion,8,0.8479718404290982,0.15755950385517936
480,sulprostone|emotion,1,0.27070063694267515,1.0
481,adrafinil|emotion,9,0.8601240362051625,0.14666443178008717
482,allocryptopine|emotion,2,0.608447871270533,0.45876634260811266
484,cyanonapthanols|emotion,1,0.27070063694267515,1.0
485,psychotogen|emotion,2,0.608447871270533,0.45876634260811266
488,antiseptic|emotion,7,0.8348139456922561,0.17298022125377138
489,butorphanol|emotion,1,0.27070063694267515,1.0
490,tegretol|emotion,3,0.7067549446865572,0.3245055313442843
493,methylnitrosoamino|emotion,1,0.27070063694267515,1.0
494,methylxanthines|emotion,3,0.7067549446865572,0.3245055313442843
495,acetylcholinesterase|emotion,1,0.27070063694267515,1.0
497,phenylethylhydrazine|emotion,1,0.27070063694267515,1.0
499,morphinans|emotion,4,0.7583808246731478,0.26215219577606436
500,fluoride|emotion,2,0.608447871270533,0.45876634260811266
501,cholecystokinin|emotion,1,0.27070063694267515,1.0
502,norandrostenedione|emotion,1,0.27070063694267515,1.0
503,benzene|emotion,25,0.9332886356017432,0.06754944686557157
504,mephentermine|emotion,1,0.27070063694267515,1.0
505,phenylalanine|emotion,7,0.8348139456922561,0.17298022125377138
506,hydrocortisone|emotion,2,0.608447871270533,0.45876634260811266
508,sinicuiche|emotion,1,0.27070063694267515,1.0
509,lysergamides|emotion,3,0.7067549446865572,0.3245055313442843
510,thioridazine|emotion,1,0.27070063694267515,1.0
511,methylparaben|emotion,1,0.27070063694267515,1.0
512,butylene|emotion,1,0.27070063694267515,1.0
513,voacamine|emotion,1,0.27070063694267515,1.0
514,benzodiazepine|emotion,88,0.9762822661749916,0.023969158565202816
516,campestris|emotion,1,0.27070063694267515,1.0
517,triazolobenzodiazepines|emotion,1,0.27070063694267515,1.0
519,dynorphine|emotion,1,0.27070063694267515,1.0
520,isocarboxazid|emotion,4,0.7583808246731478,0.26215219577606436
521,piperidyl|emotion,3,0.7067549446865572,0.3245055313442843
522,cordifolia|emotion,4,0.7583808246731478,0.26215219577606436
523,methamphetamine|emotion,128,0.9847468990948709,0.015420717398592021
526,tropicamide|emotion,2,0.608447871270533,0.45876634260811266
528,phenylhydrazone|emotion,1,0.27070063694267515,1.0
529,isobutyryl|emotion,1,0.27070063694267515,1.0
530,glycerol|emotion,2,0.608447871270533,0.45876634260811266
532,phenylpropanoids|emotion,1,0.27070063694267515,1.0
533,z-drug|emotion,17,0.9118337244384848,0.09017767348307074
534,ketoprofen|emotion,2,0.608447871270533,0.45876634260811266
536,ecgonine|emotion,4,0.7583808246731478,0.26215219577606436
538,psychonaut|emotion,55,0.9658062353335568,0.03469661414683205
539,myrtifolia|emotion,2,0.608447871270533,0.45876634260811266
540,bronchodilator|emotion,1,0.27070063694267515,1.0
541,metamizole|emotion,1,0.27070063694267515,1.0
542,cephalosporin|emotion,1,0.27070063694267515,1.0
544,norhyoscyamine|emotion,3,0.7067549446865572,0.3245055313442843
549,titanium|emotion,2,0.608447871270533,0.45876634260811266
555,methylene|emotion,7,0.8348139456922561,0.17298022125377138
558,colchicine|emotion,2,0.608447871270533,0.45876634260811266
559,foeniscecii|emotion,1,0.27070063694267515,1.0
561,jagerbomb|emotion,1,0.27070063694267515,1.0
565,neurotoxicant|emotion,1,0.27070063694267515,1.0
566,rolipram|emotion,1,0.27070063694267515,1.0
569,thioesters|emotion,1,0.27070063694267515,1.0
570,thymoanaesthetiser|emotion,1,0.27070063694267515,1.0
571,mulberry|emotion,4,0.7583808246731478,0.26215219577606436
572,propylene|emotion,9,0.8601240362051625,0.14666443178008717
573,ephedrine|emotion,5,0.7939155212872947,0.22125377137110291
574,phenethylalkanes|emotion,1,0.27070063694267515,1.0
575,tetrahydroisoquinoline|emotion,2,0.608447871270533,0.45876634260811266
577,phenylhydrazine|emotion,1,0.27070063694267515,1.0
579,menthadiene|emotion,1,0.27070063694267515,1.0
580,piparazine|emotion,1,0.27070063694267515,1.0
582,percocet|emotion,29,0.9398256788467986,0.06134763660744217
584,alphamethyltryptamine|emotion,2,0.608447871270533,0.45876634260811266
585,doxorubicin|emotion,1,0.27070063694267515,1.0
588,benzomorphans|emotion,1,0.27070063694267515,1.0
589,tetrapterys|emotion,1,0.27070063694267515,1.0
591,docusate|emotion,1,0.27070063694267515,1.0
592,tolazoline|emotion,1,0.27070063694267515,1.0
593,paroxetine|emotion,9,0.8601240362051625,0.14666443178008717
594,carfentanil|emotion,1,0.27070063694267515,1.0
595,wormwood|emotion,58,0.967063359034529,0.03335568219912839
601,trigonella|emotion,1,0.27070063694267515,1.0
602,uranium|emotion,5,0.7939155212872947,0.22125377137110291
604,methylecgonine|emotion,1,0.27070063694267515,1.0
605,other|emotion,60,0.9679852497485752,0.03234998323835065
606,dimethylcarbonate|emotion,1,0.27070063694267515,1.0
608,acetaminophen|emotion,40,0.955497820985585,0.04525645323499832
609,doxylamine|emotion,1,0.27070063694267515,1.0
612,piperonylpiperazine|emotion,2,0.608447871270533,0.45876634260811266
613,meconidine|emotion,1,0.27070063694267515,1.0
614,alkenebenzene|emotion,1,0.27070063694267515,1.0
616,illusinogen|emotion,1,0.27070063694267515,1.0
617,monovinyl|emotion,1,0.27070063694267515,1.0
618,ammonium|emotion,11,0.8795675494468655,0.12453905464297686
619,podophyllum|emotion,1,0.27070063694267515,1.0
620,ibogaine|emotion,39,0.9543245055313443,0.04626215219577606
621,dihydrocodeine|emotion,10,0.8711867247737177,0.13325511230305062
622,azithromycin|emotion,1,0.27070063694267515,1.0
623,amphetamine|emotion,296,0.9958095876634261,0.004358028830036876
624,methylzanthine|emotion,1,0.27070063694267515,1.0
625,adaptogen|emotion,14,0.8995977204156889,0.10375460945357023
626,miprocetin|emotion,2,0.608447871270533,0.45876634260811266
627,dimethylamylamine|emotion,1,0.27070063694267515,1.0
629,memanitne|emotion,1,0.27070063694267515,1.0
630,coricidin|emotion,32,0.945524639624539,0.055145826349312775
631,quercitrin|emotion,1,0.27070063694267515,1.0
632,cpp|emotion,1,0.27070063694267515,1.0
633,benzopyran|emotion,1,0.27070063694267515,1.0
639,cobalt|global nervous system,2,0.608447871270533,0.45876634260811266
641,oxycodone|global nervous system,56,0.9663928930606772,0.033858531679517266
642,carbomethoxytropinone|global nervous system,1,0.27070063694267515,1.0
643,methylchloroisothiazalinone|global nervous system,1,0.27070063694267515,1.0
645,tranylcypromine|global nervous system,2,0.608447871270533,0.45876634260811266
647,hypericum|global nervous system,1,0.27070063694267515,1.0
648,commiphora|global nervous system,1,0.27070063694267515,1.0
650,norethrindrone|global nervous system,1,0.27070063694267515,1.0
651,hydroxyethylamide|global nervous system,2,0.608447871270533,0.45876634260811266
652,guanfacine|global nervous system,2,0.608447871270533,0.45876634260811266
654,hormone|global nervous system,25,0.9332886356017432,0.06754944686557157
655,methylecgonidine|global nervous system,1,0.27070063694267515,1.0
656,fluoxetine|global nervous system,7,0.8348139456922561,0.17298022125377138
657,pseudoephedrine|global nervous system,19,0.9187060006704659,0.08246731478377473
658,gerwurtzraminer|global nervous system,1,0.27070063694267515,1.0
659,tizanidine|global nervous system,2,0.608447871270533,0.45876634260811266
660,dieticyclidine|global nervous system,1,0.27070063694267515,1.0
662,benzoylecgonine|global nervous system,1,0.27070063694267515,1.0
663,elymoclavine|global nervous system,1,0.27070063694267515,1.0
664,sesquiterpene|global nervous system,1,0.27070063694267515,1.0
665,dalcipran|global nervous system,1,0.27070063694267515,1.0
667,methimazole|global nervous system,1,0.27070063694267515,1.0
669,chalcostrobamine|global nervous system,1,0.27070063694267515,1.0
679,mchlorophenylpiperazine|global nervous system,1,0.27070063694267515,1.0
682,triterpene|global nervous system,4,0.7583808246731478,0.26215219577606436
683,kratom|global nervous system,2,0.608447871270533,0.45876634260811266
684,LSD|global nervous system,379,0.9972343278578613,0.0030170968823332216
686,tetrahydroisoquinalone|global nervous system,1,0.27070063694267515,1.0
688,barbiturate|global nervous system,9,0.8601240362051625,0.14666443178008717
689,caffeine|global nervous system,105,0.9806402950050285,0.01961112973516594
692,cannabimimetic|global nervous system,2,0.608447871270533,0.45876634260811266
694,iprocin|global nervous system,12,0.8871102916526986,0.11649346295675495
696,sevoflorane|global nervous system,1,0.27070063694267515,1.0
703,phenelzine|global nervous system,4,0.7583808246731478,0.26215219577606436
705,coriamyrtine|global nervous system,2,0.608447871270533,0.45876634260811266
706,insulin|global nervous system,12,0.8871102916526986,0.11649346295675495
709,meperidine|global nervous system,6,0.8180522963459604,0.1910828025477707
710,ethoxymethyl|global nervous system,1,0.27070063694267515,1.0
711,vasopressin|global nervous system,2,0.608447871270533,0.45876634260811266
712,pseudotutine|global nervous system,2,0.608447871270533,0.45876634260811266
714,piper methysticum|global nervous system,4,0.7583808246731478,0.26215219577606436
716,cocaine|global nervous system,125,0.9841602413677506,0.01609118337244385
717,inositol|global nervous system,5,0.7939155212872947,0.22125377137110291
721,selegiline|global nervous system,4,0.7583808246731478,0.26215219577606436
727,ketorolac|global nervous system,1,0.27070063694267515,1.0
729,phenanthrene|global nervous system,1,0.27070063694267515,1.0
