,name,conditional_probability,percentile,p_value
96,mescaline|phaeacantha,0.5,0.9987181015979013,0.0026234199856904365
3288,ketobemidone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3291,quetiapine|oxycodone,0.0019417475728155341,0.23419985690436443,0.7660386358216075
3295,isomorphinans|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3296,salvia|oxycodone,0.016181229773462782,0.5854400190794181,0.4146196041020749
3298,choline|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3304,succinylcholine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3309,laudanum|oxycodone,0.0038834951456310682,0.314601717147627,0.6854877176246125
3310,morphine|oxycodone,0.061488673139158574,0.879143811113761,0.12091581206773193
3315,methadone|oxycodone,0.02912621359223301,0.7420701168614358,0.25798950632005724
3320,anxiolytic|oxycodone,0.0025889967637540453,0.26651562127355116,0.7336632482709278
3326,sodium|oxycodone,0.004530744336569579,0.34271404722155974,0.6573455759599333
3340,N-Ethyl-3-piperidyl benzilate|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3350,dextromethorphan|oxycodone,0.007119741100323624,0.420313617934653,0.5797758168375865
3353,dimenhydrinate|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3357,nicotine|oxycodone,0.011650485436893206,0.4988671595516337,0.5011924636298593
3358,naloxone|oxycodone,0.0077669902912621365,0.43483186262818985,0.565287383734796
3362,hydroxyphenyl|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3366,benzphetamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3367,phenylalkylamines|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3375,dimethcathinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3377,heroin|oxycodone,0.005825242718446603,0.3882959694729311,0.6117934652993083
3387,bupropion|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3388,clortermine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3396,propranolol|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3398,ciprofloxacin|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3401,fluvoxamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3405,fenfluramine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3407,ergometrine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3409,glucose|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3410,aminorex|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3411,meclizine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3416,serotonin|oxycodone,0.005825242718446603,0.3882959694729311,0.6117934652993083
3417,pipradrol|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3423,scopalamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3431,vinblastine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3432,marijuana|oxycodone,0.016828478964401296,0.5945623658478416,0.40549725733365133
3440,cyclizine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3441,mephedrone|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3443,pyrovalerone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3444,k2|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3449,proline|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3451,ritonavir|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3453,methylphenidate|oxycodone,0.003236245954692557,0.28312067731934176,0.7170283806343907
3454,hydroxyproline|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3457,norepinephrine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3458,hydroxyl|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3467,antidepressant|oxycodone,0.0077669902912621365,0.43483186262818985,0.565287383734796
3478,diamorphine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3482,benzylethylamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3484,thebaine|oxycodone,0.012297734627831715,0.5073634629143811,0.4927259718578583
3487,chamomile|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3488,MDMA|oxycodone,0.02524271844660194,0.7146732649654186,0.2854161698068209
3490,bufotenin|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3499,epinephrine|oxycodone,0.0038834951456310682,0.314601717147627,0.6854877176246125
3503,dehydromorphine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3506,phenylpropanolamine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3509,dpt|oxycodone,0.003236245954692557,0.28312067731934176,0.7170283806343907
3514,mdmethcathinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3518,benzylpiperazine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3530,dimethylglyoxime|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3536,levophacetoperane|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3537,nitropropene|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3538,roxicocone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3546,anticholinergic|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3547,empathogen|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3551,venlafaxine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3554,hyoscyamine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3564,quinine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3565,cathinone|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3566,tetracaine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3567,dimethyltryptamine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3569,desmethylprodine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3570,thymiquinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3575,chlorphentermine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3576,furazolidone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3577,dichloromethane|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3578,methylnaltrexone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3581,mystagogue|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3584,buprenorphine|oxycodone,0.0077669902912621365,0.43483186262818985,0.565287383734796
3600,hydrocodone|oxycodone,0.05889967637540454,0.877474362031958,0.12258526114953494
3601,xylazine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3602,hydromorphone|oxycodone,0.022006472491909387,0.6798235153827809,0.32023610779871214
3611,suboxone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3613,tryptamine|oxycodone,0.003236245954692557,0.28312067731934176,0.7170283806343907
3614,hydroxyzine|oxycodone,0.0025889967637540453,0.26651562127355116,0.7336632482709278
3616,isoniazid|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3629,olanzapine|oxycodone,0.0019417475728155341,0.23419985690436443,0.7660386358216075
3632,glycine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3636,ubiquinone|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3637,loperamide|oxycodone,0.0019417475728155341,0.23419985690436443,0.7660386358216075
3644,fentanyl|oxycodone,0.020711974110032363,0.6698962556642022,0.3301931791080372
3645,chartreuse|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3648,phenethylamine|oxycodone,0.005177993527508091,0.37410565227760556,0.6259837824946339
3659,psychotogen|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3662,antiseptic|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3663,butorphanol|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3671,phenylethylhydrazine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3673,morphinans|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3677,benzene|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3678,mephentermine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3679,phenylalanine|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3684,thioridazine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3688,benzodiazepine|oxycodone,0.012297734627831715,0.5073634629143811,0.4927259718578583
3691,triazolobenzodiazepines|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3695,piperidyl|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3696,cordifolia|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3697,methamphetamine|oxycodone,0.014239482200647248,0.5456713570236108,0.4543882661578822
3707,z-drug|oxycodone,0.0025889967637540453,0.26651562127355116,0.7336632482709278
3708,ketoprofen|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3712,psychonaut|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3714,bronchodilator|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3719,prilosec|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3726,phenacetin|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3743,thioesters|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3756,percocet|oxycodone,0.020064724919093852,0.6652158359170045,0.33484378726448843
3762,benzomorphans|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3767,paroxetine|oxycodone,0.0012944983818770227,0.182864297638922,0.8177915573575006
3769,wormwood|oxycodone,0.0025889967637540453,0.26651562127355116,0.7336632482709278
3777,igg|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3779,other|oxycodone,0.006472491909385114,0.39873002623419984,0.6013594085380396
3782,acetaminophen|oxycodone,0.025889967637540454,0.7209038874314333,0.27915573575005964
3792,ammonium|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3794,ibogaine|oxycodone,0.006472491909385114,0.39873002623419984,0.6013594085380396
3795,dihydrocodeine|oxycodone,0.005177993527508091,0.37410565227760556,0.6259837824946339
3796,azithromycin|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3797,amphetamine|oxycodone,0.020711974110032363,0.6698962556642022,0.3301931791080372
3799,adaptogen|oxycodone,0.0006472491909385113,0.11501311709992845,0.8876699260672549
3804,coricidin|oxycodone,0.0019417475728155341,0.23419985690436443,0.7660386358216075
3889,cocaine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
3890,inositol|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
3961,sodium|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4044,glucose|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4057,methylenedioxyamphetamines|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4092,norepinephrine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4312,benzene|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4345,ecgonine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4413,methylecgonine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4415,dimethylcarbonate|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4427,ammonium|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4432,amphetamine|carbomethoxytropinone,0.07692307692307693,0.8988194610064393,0.10374433579775817
4458,norethrindrone|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.03833770569997615
4462,hormone|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.03833770569997615
4712,norgestimate|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.03833770569997615
4742,phenoxyethanol|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.03833770569997615
4902,glycine|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.03833770569997615
5045,trigonella|methylchloroisothiazalinone,0.14285714285714288,0.9668793226806582,0.03833770569997615
5097,hormone|iodomethane,0.1,0.937067731934176,0.06928213689482471
5127,LSD|iodomethane,0.1,0.937067731934176,0.06928213689482471
5161,cyanoborohydride|iodomethane,0.1,0.937067731934176,0.06928213689482471
5231,sodium|iodomethane,0.1,0.937067731934176,0.06928213689482471
5317,tetrahydrofuran|iodomethane,0.1,0.937067731934176,0.06928213689482471
5381,dialkyltryptamine|iodomethane,0.1,0.937067731934176,0.06928213689482471
5518,tryptamine|iodomethane,0.1,0.937067731934176,0.06928213689482471
5603,alkyltrimethylammonium|iodomethane,0.1,0.937067731934176,0.06928213689482471
5707,halomethanes|iodomethane,0.1,0.937067731934176,0.06928213689482471
5720,oxycodone|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5725,hypericum|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5732,hormone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5734,fluoxetine|tranylcypromine,0.01639344262295082,0.5867219174815168,0.414381111376103
5735,pseudoephedrine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5743,dalcipran|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5746,phenoperidine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5762,LSD|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5767,caffeine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5779,diethylpropion|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5781,phenelzine|tranylcypromine,0.04371584699453552,0.8398223229191509,0.16026711185308848
5787,meperidine|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5794,cocaine|tranylcypromine,0.01639344262295082,0.5867219174815168,0.414381111376103
5795,inositol|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5799,selegiline|tranylcypromine,0.02185792349726776,0.6777665156212735,0.32244216551395183
5800,piperidino|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5808,chlorpromazine|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5811,mescaline|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5818,opioids|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5825,propoxyphene|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5826,mirtazapine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5828,ketobemidone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5835,isomorphinans|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5836,salvia|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5850,morphine|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5853,minaprine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5855,methadone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5857,sertraline|tranylcypromine,0.02185792349726776,0.6777665156212735,0.32244216551395183
5860,anxiolytic|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5866,sodium|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5880,N-Ethyl-3-piperidyl benzilate|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5890,dextromethorphan|tranylcypromine,0.01639344262295082,0.5867219174815168,0.414381111376103
5897,nicotine|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5898,naloxone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5906,benzphetamine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5907,phenylalkylamines|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5925,valproic acid|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5927,bupropion|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
5928,clortermine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5938,ciprofloxacin|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5941,fluvoxamine|tranylcypromine,0.02185792349726776,0.6777665156212735,0.32244216551395183
5945,fenfluramine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5947,ergometrine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5949,glucose|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5950,aminorex|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5951,meclizine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5953,pramipexole|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5956,serotonin|tranylcypromine,0.04371584699453552,0.8398223229191509,0.16026711185308848
5957,pipradrol|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5971,vinblastine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5972,marijuana|tranylcypromine,0.01639344262295082,0.5867219174815168,0.414381111376103
5983,pyrovalerone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5991,ritonavir|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
5993,methylphenidate|tranylcypromine,0.01639344262295082,0.5867219174815168,0.414381111376103
5997,norepinephrine|tranylcypromine,0.027322404371584702,0.731516813737181,0.2686024326258049
5998,hydroxyl|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
6007,antidepressant|tranylcypromine,0.027322404371584702,0.731516813737181,0.2686024326258049
6024,thebaine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6028,MDMA|tranylcypromine,0.027322404371584702,0.731516813737181,0.2686024326258049
6030,bufotenin|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6031,vardenafil|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6039,epinephrine|tranylcypromine,0.01092896174863388,0.4929644645838302,0.5075125208681135
6046,phenylpropanolamine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6057,furoxone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6066,benzonatate|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6076,levophacetoperane|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6079,doxepin|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6091,venlafaxine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6093,phentolamine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6107,dimethyltryptamine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6109,desmethylprodine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6110,thymiquinone|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6115,chlorphentermine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
6116,furazolidone|tranylcypromine,0.01639344262295082,0.5867219174815168,0.414381111376103
6124,buprenorphine|tranylcypromine,0.00546448087431694,0.3820653470069163,0.6202003338898163
